"Cooperativa","DEPARTAMENTO","PROVINCIA","DISTRITO","GPS_longitude","GPS_latitude","cos_kgha_1","cos_kgha_2","month_floracion","date_start","date_end","date_harvested"
"norandino","Lambayeque","Ferreñafe","Kañariz",-79.4745353,-6.0915894,10,10,"agosto",2022-03-12,2022-03-12,2022-06-30
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4751673,-6.090494,10,15,"octubre",2022-03-12,2022-03-12,NA
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4758062,-6.0848778,9.33,14,"septiembre",2022-03-12,2022-03-12,2022-08-01
"norandino","Lambayeque","Lambayeque","Salas",-79.475172,-6.103797,4,10,"julio",2022-03-13,2022-03-13,2022-05-20
"norandino","Lambayeque","Lambayeque","Salas",-79.4779552,-6.0979908,3,3,"septiembre",2022-03-13,2022-03-13,2022-08-04
"norandino","Lambayeque","Lambayeque","Salas",-79.4797403,-6.0964958,5,7,"septiembre",2022-03-13,2022-03-13,2022-05-15
"norandino","Lambayeque","Lambayeque","Salas",-79.4693444,-6.1010123,5,15,"septiembre",2022-03-13,2022-03-14,2022-04-15
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4794412,-6.0865895,8,6,"septiembre",2022-03-12,2022-03-14,2020-07-13
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4799435,-6.0865345,22.22,20,"septiembre",2022-03-12,2022-03-14,2019-06-11
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4802964,-6.0876904,5.2,13,"septiembre",2022-03-12,2022-03-14,2019-07-11
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4780967,-6.0887497,20,10,"septiembre",2022-03-12,2022-03-12,2019-07-18
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4779906,-6.0884808,24.0942028985507,5,"septiembre",2022-03-12,2022-03-12,2020-07-17
"norandino","Lambayeque","Lambayeque","Salas",-79.4730876,-6.0988009,12.67,19,"septiembre",2022-03-13,2022-03-13,2015-07-09
"norandino","Lambayeque","Lambayeque","Salas",-79.473691,-6.0978441,20,10,"septiembre",2022-03-13,2022-03-13,2016-07-14
"norandino","Lambayeque","Lambayeque","Salas",-79.4727511,-6.0971762,17.33,13,"septiembre",2022-03-13,2022-03-13,2012-07-19
"norandino","Lambayeque","Lambayeque","Salas",-79.4723875,-6.0990251,9.33,7,"septiembre",2022-03-13,2022-03-13,2012-07-12
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.48587,-6.1500633,20,20,"noviembre",2022-03-13,2022-03-13,2018-08-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4945266,-6.1709156,3,3,"septiembre",2022-03-13,2022-03-16,2021-07-15
"norandino","Lambayeque","Lambayeque","Salas",-79.5191317,-6.2210151,24,6,"septiembre",2022-03-15,2022-03-16,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.5161168,-6.1296078,8,8,"septiembre",2022-03-14,2022-03-16,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.5145571,-6.130407,10,20,"septiembre",2022-03-14,2022-03-16,2022-05-20
"norandino","Lambayeque","Lambayeque","Salas",-79.5169829,-6.1293823,6,6,"septiembre",2022-03-14,2022-03-16,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.483975,-6.169878,4,3,"octubre",2022-03-16,2022-03-16,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4863594,-6.170851,12,12,"septiembre",2022-03-16,2022-03-16,2022-06-01
"norandino","Lambayeque","Ferreñafe","Cañaris",-79.5410049,-6.0062724,47.62,30,"septiembre",2022-03-17,2022-03-17,2017-07-13
"norandino","Lambayeque","Ferreñafe","Cañaris",-79.5405314,-6.0048699,30,30,"septiembre",2022-03-17,2022-03-17,2017-07-20
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5433841,-6.0016956,8,8,"septiembre",2022-03-16,2022-03-16,2014-06-12
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5351902,-6.0023766,13,13,"septiembre",2022-03-16,2022-03-16,2020-07-10
"norandino","Lambayeque","Ferreñafe","Cañaris",-79.5333097,-6.0028035,13,26,"septiembre",2022-03-16,2022-03-17,2013-07-11
"norandino","Piura","Huancabamba","Lalaquiz",-79.6398871,-5.1967754,10,30,"octubre",2022-03-16,2022-03-17,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6418958,-5.193355,26,52,"octubre",2022-03-16,2022-03-17,2022-06-02
"norandino","Piura","Huancabamba","Lalaquiz",-79.6418491,-5.19337,55,55,"octubre",2022-03-16,2022-03-17,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6471325,-5.1961789,27,27,"octubre",2022-03-16,2022-03-16,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6425408,-5.1968413,23.2,58,"octubre",2022-03-17,2022-03-17,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6431388,-5.1965138,13.8,1.25,"septiembre",2022-03-17,2022-03-17,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6438448,-5.1959524,13.33,40,"octubre",2022-03-17,2022-03-17,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6439938,-5.195669,19,38,"octubre",2022-03-17,2022-03-17,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6449932,-5.1918715,10,10,"octubre",2022-03-17,2022-03-17,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6420577,-5.1934427,26.9927536231884,26.9927536231884,"septiembre",2022-03-16,2022-03-17,NA
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4856172,-6.1493757,5.66,3,"septiembre",2022-03-15,2022-03-16,2019-08-01
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4805503,-6.1480071,42.86,15,"octubre",2022-03-16,2022-03-17,2017-07-20
"norandino","Lambayeque","Lambayeque","Salas",-79.4900265,-6.1737459,16,4,"septiembre",2022-03-16,2022-03-18,2022-07-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4909136,-6.1699529,20,15,"septiembre",2022-03-16,2022-03-18,2022-06-02
"norandino","Lambayeque","Lambayeque","Salas",-79.4932626,-6.1708001,12,3,"septiembre",2022-03-16,2022-03-18,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4979328,-6.1726837,8,8,"septiembre",2022-03-18,2022-03-18,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6376085,-5.1933168,9.5,38,"octubre",2022-03-18,2022-03-18,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6374661,-5.1931454,52.67,1.43115942028985,"septiembre",2022-03-18,2022-03-18,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6409095,-5.1906492,10,20,"octubre",2022-03-18,2022-03-18,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6410789,-5.1913034,17.5,1.26811594202899,"octubre",2022-03-18,2022-03-18,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6431838,-5.1927524,25.71,1.6304347826087,"octubre",2022-03-18,2022-03-18,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4954578,-6.1789651,20,5,"septiembre",2022-03-18,2022-03-18,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4956826,-6.1786746,10,5,"septiembre",2022-03-18,2022-03-18,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4999313,-6.1756214,10,5,"septiembre",2022-03-18,2022-03-18,NA
"norandino","Lambayeque","Lambayeque","Salas",-79.4987488,-6.1770646,36,18,"septiembre",2022-03-18,2022-03-18,2022-06-15
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4863129,-6.1480159,6,3,"noviembre",2022-03-15,2022-03-17,2021-07-22
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4742824,-6.146841,6,6,"noviembre",2022-03-17,2022-03-17,2020-07-29
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4773579,-6.1483269,7,7,"noviembre",2022-03-17,2022-03-17,2020-08-03
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4792566,-6.1378972,9.33,7,"octubre",2022-03-18,2022-03-18,2016-08-02
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4800093,-6.1407453,10,5,"septiembre",2022-03-18,2022-03-18,2018-08-25
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4793864,-6.1438906,9.33,7,"octubre",2022-03-18,2022-03-18,2016-07-30
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.4758522,-6.0802395,26.67,20,"septiembre",2022-03-12,2022-03-17,2018-07-16
"norandino","Lambayeque","Lambayeque","Salas",-79.4738383,-6.0973668,6.67,5,"septiembre",2022-03-13,2022-03-17,2019-07-18
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5373913,-6.0037384,12,12,"septiembre",2022-03-17,2022-03-17,2018-07-20
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5236383,-6.0223267,25,25,"septiembre",2022-03-18,2022-03-18,2019-07-25
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5340105,-6.0170188,29.27,30,"septiembre",2022-03-18,2022-03-18,2018-08-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.647489,-5.1989949,11.5,23,"octubre",2022-03-19,2022-03-19,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6497136,-5.1999799,10,10,"septiembre",2022-03-19,2022-03-19,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6487838,-5.2014065,7.5,15,"septiembre",2022-03-19,2022-03-19,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6473017,-5.2013996,5.5,11,"septiembre",2022-03-19,2022-03-19,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6468229,-5.201452,20,50,"septiembre",2022-03-19,2022-03-19,2022-06-01
"pangoa","Junin","Satipo","Pangoa",-74.53896,-11.4696962,8.75,1.39492753623188,"septiembre",2022-03-18,2022-03-19,2015-04-15
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4847854,-6.1471175,10,10,"septiembre",2022-03-15,2022-03-19,2021-07-17
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4764437,-6.144688,4,3,"septiembre",2022-03-18,2022-03-19,2019-08-03
"norandino","Piura","Huancabamba","Lalaquiz",-79.6494811,-5.1789391,30,60,"septiembre",2022-03-21,2022-03-21,2022-07-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6455149,-5.1852267,15,30,"octubre",2022-03-21,2022-03-21,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6456496,-5.1858138,20,50,"septiembre",2022-03-21,2022-03-21,2022-03-21
"norandino","Piura","Huancabamba","Lalaquiz",-79.6445914,-5.1868639,10,20,"septiembre",2022-03-21,2022-03-21,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6451506,-5.1889927,13,1.17753623188406,"septiembre",2022-03-21,2022-03-21,2022-03-21
"norandino","Lambayeque","Lambayeque","Salas",-79.4850761,-6.0380095,10,5,"septiembre",2022-03-20,2022-03-21,2022-07-14
"norandino","Lambayeque","Lambayeque","Salas",-79.4852518,-6.0386035,6,6,"septiembre",2022-03-20,2022-03-20,2020-07-09
"norandino","Lambayeque","Lambayeque","Salas",-79.4999957,-6.0203527,20,10,"septiembre",2022-03-20,2022-03-20,2020-07-16
"norandino","Lambayeque","Lambayeque","Salas",-79.5003693,-6.0288315,15,15,"septiembre",2022-03-20,2022-03-21,2019-07-11
"norandino","Lambayeque","Lambayeque","Distrito",-79.4989393,-6.0341339,20,5,"septiembre",2022-03-21,2022-03-21,2019-07-11
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.510136,-6.0237771,20,10,"septiembre",2022-03-19,2022-03-21,2014-07-17
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4759073,-6.1477157,3,3,"octubre",2022-03-20,2022-03-20,2016-08-25
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5497292,-5.9991168,2.14,3,"octubre",2022-03-16,2022-03-16,2022-07-31
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5500379,-5.9999216,12,6,"octubre",2022-03-16,2022-03-16,2022-07-31
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5506558,-6.0021277,0,0,"septiembre",2022-03-16,2022-03-16,2022-07-09
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5464452,-6.0033431,47.95,35,"octubre",2022-03-17,2022-03-17,2022-05-30
"norandino","Departamento","Ferreñafe","Kañariz",-79.5481431,-6.0052818,12,6,"septiembre",2022-03-17,2022-03-17,2022-06-02
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5486167,-6.0029127,25,25,"septiembre",2022-03-17,2022-03-17,2022-05-01
"norandino","Lambayeque
","Ferreñafe","Kañaris",-79.5435584,-6.0047252,4.12,14,"septiembre",2022-03-17,2022-03-17,2022-07-01
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5440184,-6.0049471,40,10,"septiembre",2022-03-17,2022-03-17,2022-06-16
"norandino","Lambayeque @@","Ferreñafe","Kañaris",-79.5456166,-6.0081212,13.33,20,"octubre",2022-03-17,2022-03-17,2022-06-03
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5433379,-6.0097688,20,20,"octubre",2022-03-17,2022-03-17,2022-08-01
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5322448,-6.0044417,15,30,"octubre",2022-03-18,2022-03-18,2022-06-02
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.53636,-6.0086867,18,9,"octubre",2022-03-18,2022-03-18,2022-07-01
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5382082,-6.0089879,15,15,"septiembre",2022-03-18,2022-03-18,2022-07-01
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5307218,-6.0171816,42.86,30,"octubre",2022-03-18,2022-03-18,2022-05-02
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5348366,-6.0176192,24.67,37,"octubre",2022-03-18,2022-03-18,2022-06-01
"norandino","Lambayeque","Ferreñafe","Kañaris",-79.5099874,-6.0216968,5,5,"septiembre",2022-03-19,2022-03-19,2022-07-01
"norandino","Lambayeque","Lambayeque","Salas",-79.5037432,-6.0190102,4,4,"octubre",2022-03-19,2022-03-20,2022-06-04
"norandino","Lambayeque","Lambayeque","Salas",-79.5067113,-6.023347,0,0,"noviembre",2022-03-19,2022-03-20,2022-07-01
"norandino","Lambayeque","Lambayeque","Salas",-79.5079235,-6.0232817,5,5,"octubre",2022-03-20,2022-03-20,2022-05-01
"norandino","Lambayeque","Lambayeque","Salas",-79.5053115,-6.0210808,2,18.1159420289855,"octubre",2022-03-20,2022-03-20,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.5033433,-6.0213618,8,4,"octubre",2022-03-20,2022-03-20,2022-03-01
"norandino","Lambayeque","Lambayeque","Salas",-79.503413,-6.0189521,2,18.1159420289855,"octubre",2022-03-20,2022-03-20,2022-06-01
"norandino","Lambayeque","Lambayeque","Salas",-79.5015848,-6.0189912,10,5,"octubre",2022-03-20,2022-03-20,2022-06-01
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4747019,-6.1457156,8,8,"noviembre",2022-03-18,2022-03-22,2011-07-23
"pangoa","Junin","Satipo","Pangoa",-74.5043963,-11.3737973,19.8,1.79347826086957,"octubre",2022-03-18,2022-03-22,2017-04-01
"pangoa","Junin","Satipo","Pangoa",-74.5470945,-11.4808004,6.43,1.6304347826087,"septiembre",2022-03-18,2022-03-22,2016-03-18
"pangoa","Junin","Satipo","Pangoa",-74.5441846,-11.4945635,26.67,1.44927536231884,"octubre",2022-03-18,2022-03-21,2016-04-15
"pangoa","Junin","Satipo","Pangoa",-74.5271726,-11.4841208,10,30,"septiembre",2022-03-19,2022-03-22,2015-04-06
"pangoa","Junin","Satipo","Pangoa",-74.5347317,-11.4943936,13.33,40,"septiembre",2022-03-19,2022-03-22,2015-04-07
"pangoa","Junín","Satipo","Pangoa",-74.4791126,-11.4750277,10.73,59,"septiembre",2022-03-19,2022-03-22,2015-03-19
"pangoa","Junín","Satipo","Pangoa",-74.5133942,-11.4995874,13.14,46,"octubre",2022-03-21,2022-03-22,2017-04-10
"pangoa","Junín","Satipo","Pangoa",-74.5129663,-11.5203992,13,26,"octubre",2022-03-21,2022-03-22,2016-05-09
"pangoa","Junín","Satipo","Pangoa",-74.5060597,-11.5028653,11.85,1.39492753623188,"octubre",2022-03-21,2022-03-21,2014-05-05
"pangoa","Junín","Satipo","Pangoa",-74.3724723,-11.6984401,18.57,1.17753623188406,"septiembre",2022-03-21,2022-03-21,2016-04-25
"pangoa","Junín","Satipo","Pangoa",-74.39224,-11.6637888,26.29,1.66666666666667,"octubre",2022-03-21,2022-03-21,2018-04-23
"pangoa","Junín","Satipo","Pangoa",-74.3705236,-11.6488181,7,14,"octubre",2022-03-21,2022-03-21,2016-04-18
"pangoa","Junín","Satipo","Pangoa",-74.4724053,-11.5512504,16,16,"agosto",2022-03-22,2022-03-22,2015-03-24
"pangoa","Junin","Satipo","Pangoa",-74.4785604,-11.5517109,2.22,10,"agosto",2022-03-22,2022-03-22,2015-04-06
"pangoa","Junín","Satipo","Pangoa",-74.4871751,-11.5534766,5.71,20,"octubre",2022-03-22,2022-03-22,2008-04-01
"pangoa","Junín","Satipo","Pangoa",-74.4870608,-11.5538726,13.33,20,"septiembre",2022-03-22,2022-03-22,2016-04-11
"pangoa","Junin","Satipo","Pangoa",-74.5069688,-11.5659161,20,50,"octubre",2022-03-22,2022-03-22,2015-04-13
"pangoa","Junín","Satipo","Pangoa",-74.5116645,-11.5694025,13.6,34,"octubre",2022-03-22,2022-03-22,2015-04-06
"pangoa","Junin","Satipo","Pangoa",-74.5304246,-11.4885606,20,40,"octubre",2022-03-22,2022-03-22,2022-04-14
"pangoa","Junin","Satipo
","Pangoa",-74.4962305,-11.5626543,5,20,"octubre",2022-03-18,2022-03-23,2022-04-13
"pangoa","Junin","Satipo","Pangoa",-74.4966673,-11.5671408,6,54,"octubre",2022-03-19,2022-03-23,2022-04-08
"pangoa","Junin","Huancayo","SantoDomingo de Acobamba",-74.5149304,-11.5692824,4.29,30,"octubre",2022-03-21,2022-03-23,2022-04-04
"pangoa","Junín","Satipo","Pangoa",-74.4928077,-11.5641079,5,15,"octubre",2022-03-21,2022-03-23,2022-04-15
"pangoa","Junín","Satipo","PANGOA",-74.4749759,-11.5771851,2.86,20,"octubre",2022-03-21,2022-03-23,2022-04-15
"pangoa","Junín","Satipo","PANGOA",-74.5355251,-11.4965301,7.5,15,"noviembre",2022-03-22,2022-03-23,2022-04-10
"pangoa","Junin","Satipo","San Martin",-74.534646,-11.4915044,22.5,45,"octubre",2022-03-22,2022-03-23,2022-04-20
"pangoa","Junin","Satipo","Pangoa",-74.5335004,-11.4928878,5,20,"octubre",2022-03-22,2022-03-23,2022-05-06
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4715589,-6.1739317,4,4,"octubre",2022-03-23,2022-03-23,2016-07-22
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.471352,-6.1742416,15.38,2,"septiembre",2022-03-23,2022-03-23,2018-08-10
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4733247,-6.1743244,6,3,"octubre",2022-03-23,2022-03-23,2020-08-21
"pangoa","Junín","Satipo","Pangoa",-74.4946402,-11.562013,5,15,"octubre",2022-03-19,2022-03-24,2022-04-15
"pangoa","Junin","Satipo","Pangoa 

",-74.5367842,-11.4647124,6.67,30,"septiembre",2022-03-23,2022-03-23,2022-03-29
"pangoa","Junin","Satipo","Pangoa",-74.5266311,-11.4604943,7,7,"agosto",2022-03-23,2022-03-23,2022-03-29
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4860645,-6.1489327,3,3,"octubre",2022-03-15,2022-03-23,2020-08-20
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4838712,-6.1491626,6.67,5,"septiembre",2022-03-20,2022-03-23,2015-08-01
"norandino","PIURA","HUANCABAMBA","CANCHAQUE",-79.6076844,-5.2620811,8,8,"septiembre",2022-03-24,2022-03-24,2013-08-15
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6971421,-5.1664552,10,5,"octubre",2022-03-24,2022-03-24,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6770868,-5.1669546,50,25,"octubre",2022-03-24,2022-03-24,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6771346,-5.1663253,40,20,"octubre",2022-03-24,2022-03-24,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6767198,-5.168018,40,40,"octubre",2022-03-24,2022-03-24,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.676012,-5.1725234,50,25,"octubre",2022-03-24,2022-03-24,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6755575,-5.1719788,17,17,"octubre",2022-03-24,2022-03-24,NA
"norandino","PIURA","HUANCABAMBA","CANCHAQUE",-79.6077672,-5.2625218,33.33,50,"septiembre",2022-03-24,2022-03-25,2018-03-24
"norandino","PIURA","HUANCABAMBA","CANCHAQUE",-79.6097616,-5.2640954,12,12,"septiembre",2022-03-24,2022-03-25,2015-06-19
"norandino","Piura","Huancabamba","Lalaquiz",-79.6805851,-5.2022678,12,3,"noviembre",2022-03-17,2022-03-17,2022-06-03
"norandino","Piura","Huancabamba","Lalaquiz",-79.6790818,-5.2013442,10,5,"noviembre",2022-03-17,2022-03-17,2022-06-10
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4813241,-6.1485372,6,6,"octubre",2022-03-23,2022-03-25,2015-07-25
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4843047,-6.1457737,7.33,11,"noviembre",2022-03-23,2022-03-25,2020-08-13
"norandino","Piura","Huancabamba","Canchaque",-79.6336075,-5.2025413,8,8,"octubre",2022-03-12,2022-03-20,2021-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6334684,-5.2024051,6,6,"octubre",2022-03-12,2022-03-21,2022-06-15
"norandino","Piura","Huancabamba","Canchaque",-79.6262669,-5.208651,12,30,"octubre",2022-03-12,2022-03-20,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6373662,-5.2287604,8,8,"octubre",2022-03-13,2022-03-20,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6373681,-5.2264522,15,15,"octubre",2022-03-13,2022-03-21,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6188084,-5.1829635,9.6,12,"octubre",2022-03-15,2022-03-21,2022-06-15
"norandino","Piura","Huancabamba","Canchaque",-79.6081323,-5.2087431,15,15,"octubre",2022-03-18,2022-03-21,2022-06-15
"norandino","Piura","Huancabamba","Canchaque",-79.6090807,-5.2090761,14,35,"octubre",2022-03-18,2022-03-21,2022-06-15
"norandino","Piura","Huancabamba","Canchaque",-79.60835,-5.2084946,17,17,"octubre",2022-03-18,2022-03-22,2022-06-15
"norandino","Piura","Huancabamba","Canchaque",-79.6397395,-5.2152466,9.33,7,"octubre",2022-03-17,2022-03-21,2022-04-15
"norandino","Piura","Huancabamba","Canchaque",-79.6408458,-5.2162032,7,7,"octubre",2022-03-17,2022-03-21,2022-04-15
"norandino","Piura","Huancabamba","Canchaque",-79.636106,-5.2099605,10,5,"octubre",2022-03-17,2022-03-21,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6374027,-5.2112718,12,12,"octubre",2022-03-17,2022-03-21,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6190206,-5.222574,12,6,"octubre",2022-03-18,2022-03-21,2022-06-15
"norandino","Piura","Huancabamba","Canchaque",-79.6297625,-5.2257416,10,30,"octubre",2022-03-19,2022-03-21,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6288598,-5.2267558,8,8,"octubre",2022-03-19,2022-03-23,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.628829,-5.2268001,20,20,"octubre",2022-03-19,2022-03-23,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6289726,-5.2234924,19,19,"octubre",2022-03-19,2022-03-23,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6310442,-5.2184355,20,40,"octubre",2022-03-19,2022-03-24,2022-06-15
"norandino","Piura","Huancabamba","Canchaque",-79.6184753,-5.209001,22.5,45,"octubre",2022-03-20,2022-03-20,NA
"norandino","Piura","Huancabamba","Canchaque",-79.631615,-5.2183554,16,8,"octubre",2022-03-24,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6360328,-5.207938,10,5,"septiembre",2022-03-26,2022-03-24,2022-04-15
"norandino","Piura","Huancabamba","Canchaque",-79.635721,-5.208607,5,5,"octubre",2022-03-26,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6347633,-5.2077566,16,8,"octubre",2022-03-26,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6341658,-5.2061879,32,8,"septiembre",2022-03-26,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6297713,-5.2084803,3.53,3,"octubre",2022-03-26,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6276664,-5.2087708,5,5,"octubre",2022-03-26,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6274878,-5.2088141,11.67,35,"octubre",2022-03-26,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6360847,-5.209407,16,4,"octubre",2022-03-27,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6360795,-5.208614,12,18,"septiembre",2022-03-27,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6268043,-5.2135754,12.5,25,"octubre",2022-03-24,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6272242,-5.2136249,7.5,15,"septiembre",2022-03-24,2022-03-24,2022-05-15
"norandino","Piura","Huancabamba","Canchaque
",-79.6223058,-5.1922325,14,35,"octubre",2022-03-11,2022-03-20,2022-05-15
"norandino","Piura","Huancabamba","Lalaquiz",-79.699352,-5.1672853,26.67,40,"diciembre",2022-03-15,2022-03-22,2022-03-15
"norandino","Piura","Huancabamba","Lalaquiz",-79.7002823,-5.1679498,10,10,"diciembre",2022-03-15,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.700291,-5.1730608,10,5,"octubre",2022-03-15,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6962433,-5.174286,8,8,"octubre",2022-03-15,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6963417,-5.1753288,10,5,"octubre",2022-03-16,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6967699,-5.1753252,10,5,"octubre",2022-03-16,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6968793,-5.1755016,6,3,"octubre",2022-03-16,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6977598,-5.1757524,1.26811594202899,35,"octubre",2022-03-16,2022-03-19,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6965878,-5.1740828,1.44927536231884,40,"octubre",2022-03-16,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6972821,-5.1692357,36,18,"octubre",2022-03-17,2022-03-22,NA
