"cell","percentile","prec","prec_date","cos_kgha_1","cos_kgha_2"
25841,"94%",44.0164086151123,18.8536567687988,552,552
25841,"95%",45.3151275634766,18.8536567687988,552,552
25841,"96%",47.4684907531738,18.8536567687988,552,552
25841,"97%",49.6218539428711,18.8536567687988,552,552
25841,"98%",50.6401917266846,18.8536567687988,552,552
25841,"99%",51.1783264541626,18.8536567687988,552,552
25841,"100%",51.7164611816406,18.8536567687988,552,552
25841,"90%",22.4860906600952,10.8627624511719,1490,1490
25841,"91%",22.832460975647,10.8627624511719,1490,1490
25841,"92%",23.1668464660645,10.8627624511719,1490,1490
25841,"93%",23.5012319564819,10.8627624511719,1490,1490
25841,"94%",24.5284290313721,10.8627624511719,1490,1490
25841,"95%",26.396897315979,10.8627624511719,1490,1490
25841,"96%",28.2653656005859,10.8627624511719,1490,1490
25841,"97%",29.9070933151245,10.8627624511719,1490,1490
25841,"98%",30.7714247894287,10.8627624511719,1490,1490
25841,"99%",31.6357562637329,10.8627624511719,1490,1490
25841,"100%",32.5000877380371,10.8627624511719,1490,1490
30651,"90%",22.946337890625,11.9631519317627,312.432,165.6
30651,"91%",23.0567518997192,11.9631519317627,312.432,165.6
30651,"92%",23.1085653686523,11.9631519317627,312.432,165.6
30651,"93%",23.1478215789795,11.9631519317627,312.432,165.6
30651,"94%",23.1870777893066,11.9631519317627,312.432,165.6
30651,"95%",23.4481359481812,11.9631519317627,312.432,165.6
30651,"96%",23.7387677001953,11.9631519317627,312.432,165.6
30651,"97%",24.0293994522095,11.9631519317627,312.432,165.6
30651,"98%",26.5954022979736,11.9631519317627,312.432,165.6
30651,"99%",29.3036158370971,11.9631519317627,312.432,165.6
30651,"100%",32.0118293762207,11.9631519317627,312.432,165.6
30651,"90%",44.6099800109863,19.4651126861572,2365.872,828
30651,"91%",45.2493685150147,19.4651126861572,2365.872,828
30651,"92%",47.419225769043,19.4651126861572,2365.872,828
30651,"93%",49.5890830230713,19.4651126861572,2365.872,828
30651,"94%",51.8027942657471,19.4651126861572,2365.872,828
30651,"95%",54.6962423324585,19.4651126861572,2365.872,828
30651,"96%",57.5896903991699,19.4651126861572,2365.872,828
30651,"97%",60.402133026123,19.4651126861572,2365.872,828
30651,"98%",60.6224015808105,19.4651126861572,2365.872,828
30651,"99%",60.842670135498,19.4651126861572,2365.872,828
30651,"100%",61.0629386901855,19.4651126861572,2365.872,828
25841,"90%",42.3819278717041,22.740177154541,524.4,2097.6
25841,"91%",43.0457748031616,22.740177154541,524.4,2097.6
25841,"92%",43.7096217346191,22.740177154541,524.4,2097.6
25841,"93%",44.3734686660767,22.740177154541,524.4,2097.6
25841,"94%",45.9553166198731,22.740177154541,524.4,2097.6
25841,"95%",47.6430877685547,22.740177154541,524.4,2097.6
25841,"96%",49.3308589172363,22.740177154541,524.4,2097.6
25841,"97%",50.4511173629761,22.740177154541,524.4,2097.6
25841,"98%",50.8728986358643,22.740177154541,524.4,2097.6
25841,"99%",51.2946799087524,22.740177154541,524.4,2097.6
25841,"100%",51.7164611816406,22.740177154541,524.4,2097.6
25841,"90%",22.4860906600952,10.8627624511719,2907.384,79
25841,"91%",22.832460975647,10.8627624511719,2907.384,79
25841,"92%",23.1668464660645,10.8627624511719,2907.384,79
25841,"93%",23.5012319564819,10.8627624511719,2907.384,79
25841,"94%",24.5284290313721,10.8627624511719,2907.384,79
25841,"95%",26.396897315979,10.8627624511719,2907.384,79
25841,"96%",28.2653656005859,10.8627624511719,2907.384,79
