,Cooperativa,dpto,PROVINCIA,dstr,lon,lat,cos_kgha_1,cos_kgha_2,month_floracion,date_start,date_end,date_hrvs
412,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0580346,-5.1457078,NA,25,octubre,5/3/2022,5/11/2022,NA
413,aprocassi,Cajamarca,San ignacio,San ignacio,-79.0474414,-5.0306925,NA,45,septiembre,5/4/2022,5/7/2022,NA
414,aprocassi,Cajamarca,San ignacio,San ignacio,-79.0463288,-5.0389139,NA,1.449275362,septiembre,5/4/2022,5/4/2022,NA
415,aprocassi,Cajamarca,San Ignacio,San Jose de Louerdes,-78.8455911,-5.1821272,NA,30,octubre,5/2/2022,5/5/2022,5/2/2022
416,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.844439,-5.1821596,NA,20,octubre,5/2/2022,5/2/2022,5/2/2022
417,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8464988,-5.180502,NA,25,octubre,5/2/2022,5/2/2022,4/5/2017
418,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8472587,-5.1813481,NA,31,octubre,5/2/2022,5/2/2022,3/6/2013
419,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8479747,-5.1823076,NA,20,octubre,5/2/2022,5/2/2022,3/7/2012
420,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0585436,-5.1453317,NA,20,noviembre,5/3/2022,5/3/2022,6/2/2020
421,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0561469,-5.1476958,NA,22,noviembre,5/3/2022,5/3/2022,5/3/2012
422,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0551503,-5.1494693,NA,32,noviembre,5/3/2022,5/3/2022,7/7/2016
423,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0543957,-5.1513339,NA,30,noviembre,5/3/2022,5/4/2022,5/28/2020
424,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8462777,-5.1797457,NA,30,octubre,5/2/2022,5/2/2022,NA
425,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8344375,-5.1756051,NA,30,agosto,5/2/2022,5/9/2022,3/21/2022
426,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0491585,-5.0956486,NA,30,septiembre,5/9/2022,5/9/2022,4/14/2022
427,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0486816,-5.0947529,NA,25,septiembre,5/9/2022,5/14/2022,4/20/2022
428,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0494869,-5.0878079,NA,20,septiembre,5/9/2022,5/9/2022,4/20/2022
429,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0515308,-5.0858243,NA,1.811594203,septiembre,5/9/2022,5/14/2022,NA
430,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0442319,-5.1080679,NA,30,septiembre,5/9/2022,5/14/2022,NA
431,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0516816,-5.0562296,NA,41,septiembre,5/4/2022,5/11/2022,4/12/2022
432,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0494641,-5.0414651,NA,30,octubre,5/4/2022,5/11/2022,4/12/2022
433,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0491249,-5.0425275,NA,10,septiembre,5/4/2022,5/11/2022,NA
434,aprocassi,Cajamarca,San ignacio,San Jose de Lourdes,-78.8773187,-5.1874254,NA,1.449275362,septiembre,5/5/2022,5/7/2022,NA
435,aprocassi,Cajamarca,San ingacio,Sanjose de lourdes,-78.8635651,-5.1993813,NA,30,septiembre,5/5/2022,5/17/2022,NA
436,aprocassi,Cajamarca,San ignacio,San ignacio,-79.0465913,-5.0886497,NA,40,octubre,5/9/2022,5/11/2022,NA
437,aprocassi,Cajamarca,San Ignacio,San Jose de Lourdes,-78.8619476,-5.2013349,NA,30,agosto,5/5/2022,5/11/2022,NA
438,aprocassi,Cajamarca,San Ignacio,San Jose de Lourdes,-78.8633482,-5.2004749,NA,40,septiembre,5/5/2022,5/11/2022,4/26/2022
439,aprocassi,Cajamarca,San Ignacio,San Jose de Lourdes,-78.8633035,-5.2004556,NA,40,octubre,5/5/2022,5/11/2022,NA
440,aprocassi,Cajamarca,San Ignacio,San jose de lourdes,-78.866124,-5.1994813,NA,2.173913043,septiembre,5/5/2022,5/11/2022,NA
441,aprocassi,Cajamarca,San ignacio,San ignacio,-79.0344294,-5.0534925,NA,25,septiembre,5/9/2022,5/9/2022,NA
442,aprocassi,Cajamarca,San ignacio,Chirinos,-78.9030268,-5.2272572,NA,20,octubre,5/10/2022,5/11/2022,NA
443,aprocassi,Cajamarca,San ignacio,San jose de lourdes,-78.863295,-5.2011816,NA,1.449275362,septiembre,5/5/2022,5/11/2022,NA
444,aprocassi,Cajamarca,San ignacio,San jose de lourdes,-78.8644888,-5.1971984,NA,1.413043478,septiembre,5/5/2022,5/11/2022,NA
445,aprocassi,Cajamarca,San ignacio,San ignacio,-79.0458106,-5.0657619,NA,50,octubre,5/9/2022,5/11/2022,NA
446,aprocassi,Cajamarca,San ignacio,Chirinos,-78.9160683,-5.2343807,NA,30,septiembre,5/10/2022,5/11/2022,NA
447,aprocassi,Cajamarca,San ignacio,Chirinos,-78.9155202,-5.2349994,NA,40,septiembre,5/10/2022,5/11/2022,NA
448,aprocassi,Cajamarca,San ignacio,Chirinos,-78.9177952,-5.229281,NA,40,octubre,5/10/2022,5/11/2022,NA
449,aprocassi,Cajamarca,San ignacio,Chirinos,-78.9211135,-5.2300466,NA,45,octubre,5/10/2022,5/11/2022,NA
450,aprocassi,Cajamarca,San ignacio,Chirinos,-78.9171421,-5.2267236,NA,40,octubre,5/10/2022,5/11/2022,NA
451,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0628842,-5.1374699,NA,1.630434783,octubre,5/11/2022,5/17/2022,6/14/2022
452,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0602948,-5.1367356,NA,1.630434783,noviembre,5/11/2022,5/17/2022,NA
453,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0369084,-5.0258953,NA,35,septiembre,5/4/2022,5/11/2022,4/10/2019
454,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0334305,-5.0268171,NA,28,octubre,5/4/2022,5/11/2022,4/6/2016
455,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8583399,-5.2066329,NA,50,octubre,5/5/2022,5/11/2022,4/7/2016
456,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8585467,-5.2060229,NA,30,octubre,5/5/2022,5/11/2022,4/13/2016
457,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8660392,-5.2014271,NA,60,octubre,5/5/2022,5/11/2022,4/15/2016
458,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8648483,-5.2019168,NA,56,septiembre,5/5/2022,5/11/2022,4/8/2015
459,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.866615,-5.1986259,NA,28,septiembre,5/5/2022,5/11/2022,4/13/2016
460,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0432248,-5.1334522,NA,35,agosto,5/23/2022,5/23/2022,NA
461,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0837241,-5.0958985,NA,1.630434783,agosto,5/23/2022,5/23/2022,NA
462,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.082424,-5.0937121,NA,40,agosto,5/23/2022,5/23/2022,NA
463,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.075407,-5.0989704,NA,1.268115942,agosto,5/23/2022,5/23/2022,NA
464,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0606297,-5.0949784,NA,1.449275362,septiembre,5/24/2022,5/24/2022,NA
465,aprocassi,Cajamarca,San Ignacio,Namballe,-79.0805357,-5.070672,NA,2.173913043,agosto,5/24/2022,5/24/2022,NA
466,aprocassi,Cajamarca,San Ignacio,Namballe,-79.0862649,-5.0596489,NA,20,agosto,5/24/2022,5/24/2022,NA
467,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0721347,-5.0795239,NA,20,septiembre,5/23/2022,5/26/2022,NA
468,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0715655,-5.0854987,NA,50,octubre,5/23/2022,5/26/2022,NA
469,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0790969,-5.0896113,NA,33,septiembre,5/23/2022,5/26/2022,NA
470,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0742496,-5.0927301,NA,52,octubre,5/23/2022,5/26/2022,NA
471,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0759844,-5.0983287,NA,30,septiembre,5/23/2022,5/26/2022,NA
472,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0852031,-5.1405421,NA,6.485507246,octubre,5/20/2022,5/26/2022,NA
473,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.1010175,-5.1425399,NA,52,octubre,5/20/2022,5/26/2022,NA
474,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.1006026,-5.1382703,NA,19,octubre,5/20/2022,5/26/2022,NA
475,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0986166,-5.1360548,NA,24,octubre,5/20/2022,5/26/2022,NA
476,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0924952,-5.1379556,NA,3.623188406,octubre,5/20/2022,5/26/2022,NA
477,aprocassi,Cajamarca,San Ignacio,Namballe,-79.0898633,-5.043481,NA,11,agosto,5/24/2022,5/28/2022,NA
478,pangoa,Junin,Satipo,Pangoa,-74.4689161,-11.5602406,NA,7,agosto,6/8/2022,6/8/2022,5/21/2013
479,pangoa,Junin,Satipo,Pangoa,-74.4434741,-11.6919344,NA,30,septiembre,6/14/2022,6/14/2022,4/18/2017
480,pangoa,Junin,Satipo,Pangoa,-74.4265502,-11.6995145,NA,33,octubre,6/14/2022,6/14/2022,4/25/2014
481,pangoa,Junin,Satipo,Pangoa,-74.4130256,-11.7419568,NA,51,octubre,6/14/2022,6/14/2022,4/18/2016
482,pangoa,Junin,Satipo,Pangoa,-74.5000884,-11.5650044,NA,18,septiembre,6/15/2022,6/16/2022,4/18/2016
483,pangoa,Junín,Satipo,PANGOA,-74.49967,-11.5670012,NA,27,septiembre,6/15/2022,6/15/2022,5/5/2014
484,pangoa,Junin,Satipo,Pangoa,-74.4933968,-11.5497476,NA,26,septiembre,6/15/2022,6/15/2022,5/7/2014
485,pangoa,Junin,Satipo,Mazamari,-74.3160364,-11.3385927,NA,60,octubre,6/16/2022,6/16/2022,4/18/2016
486,pangoa,Junín,Satipo,Mazamari,-74.2973863,-11.3424278,NA,2.699275362,octubre,6/16/2022,6/16/2022,4/15/2014
487,pangoa,Junín,Satipo,Mazamari,-74.2981792,-11.3402811,NA,24,septiembre,6/16/2022,6/16/2022,4/18/2016
488,pangoa,Huancavelica,Pampas,Colcabamba,-74.5034265,-11.5641022,NA,7,noviembre,6/7/2022,6/20/2022,6/7/2022
489,pangoa,Junin,Satipo,Pangoa,-74.5070751,-11.5654882,NA,24,noviembre,6/7/2022,6/20/2022,5/31/2022
490,pangoa,Huancavelica,Tallacaja,Sulcobamba,-74.4941115,-11.5465534,NA,33,octubre,6/8/2022,6/20/2022,5/10/2022
491,pangoa,Junin,Junin,Santo Domingo de Acobamba,-74.4934349,-11.5513307,NA,20,agosto,6/8/2022,6/8/2022,5/2/2022
492,pangoa,Junín,Huancayo,Santo Domingo de Acobamba,-74.499162,-11.5511031,NA,12,septiembre,6/8/2022,6/8/2022,5/11/2022
493,pangoa,"Junin 
","Satipo 
",Pangoa,-74.4535848,-11.7181843,NA,6,enero,6/15/2022,6/15/2022,6/13/2022
494,pangoa,Junin,Satipo,Mazamari,-74.3091552,-11.3461399,NA,15,septiembre,6/16/2022,6/16/2022,6/1/2022
495,pangoa,Junin,Satipo,Pangoa,-74.3017443,-11.3386667,NA,15,marzo,6/16/2022,6/19/2022,6/2/2022
496,pangoa,Junin,Satipo,Pangoa,-74.4229875,-11.72044,NA,33,agosto,6/15/2022,6/20/2022,5/27/2022
497,pangoa,Junin,Satipo,Pangoa,-74.517673,-11.4810665,NA,33,agosto,6/11/2022,6/20/2022,5/30/2022
498,pangoa,Junin,Satipo,Pangoa,-74.4138107,-11.6850307,NA,35,marzo,6/15/2022,6/20/2022,5/25/2022
499,pangoa,Junín,Satipo,Pangoa,-74.389919,-11.3594481,NA,50,septiembre,6/22/2022,6/24/2022,4/23/2022
500,pangoa,Junín,Satipo,Pangoa,-74.3882091,-11.3593951,NA,1.449275362,septiembre,6/22/2022,6/24/2022,4/22/2022
501,pangoa,Junín,Satipo,Pangoa,-74.3810025,-11.3557105,NA,38,septiembre,6/22/2022,6/24/2022,4/14/2022
502,pangoa,Junín,Satipo,Pangoa,-74.3842781,-11.3755315,NA,1.630434783,septiembre,6/22/2022,6/24/2022,4/12/2022
503,pangoa,Junín,Satipo,Pangoa,-74.3723298,-11.3598002,NA,1.25,septiembre,6/22/2022,6/24/2022,4/13/2022
504,pangoa,Junín,Satipo,Pangoa,-74.3138358,-11.3452876,NA,60,septiembre,6/22/2022,6/27/2022,4/15/2022
505,pangoa,Junín,Satipo,Pangoa,-74.3233234,-11.3406325,NA,2.355072464,septiembre,6/22/2022,6/27/2022,4/13/2022
506,pangoa,Junín,Satipo,Pangoa,-74.3072007,-11.3231288,NA,4.166666667,septiembre,6/22/2022,6/27/2022,4/15/2022
507,pangoa,Junín,Satipo,Pangoa,-74.3062388,-11.3265125,NA,55,septiembre,6/22/2022,6/27/2022,4/14/2022
508,chirinos,CJAMARCA,SAN IGNACIO,CHIRINOS,-78.8873017,-5.2816411,NA,15,noviembre,7/25/2022,7/25/2022,7/25/2018
509,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8751317,-5.3249333,NA,25,septiembre,7/27/2022,7/27/2022,7/27/2022
510,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8767083,-5.3229367,NA,30,septiembre,7/27/2022,7/27/2022,NA
511,chirinos,Cajamarca,San Ignacio,Chirinos,-78.881745,-5.317365,NA,1.449275362,septiembre,7/27/2022,7/27/2022,NA
512,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8852383,-5.318735,NA,35,noviembre,7/27/2022,7/28/2022,NA
513,chirinos,Cajamarca,San Ignacio,Chirinos,-78.88334,-5.3207417,NA,30,septiembre,7/30/2022,7/30/2022,7/30/2015
514,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8845433,-5.319525,NA,25,septiembre,7/30/2022,7/30/2022,7/30/2017
515,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8969033,-5.307555,NA,1.630434783,septiembre,7/30/2022,7/30/2022,7/30/2018
516,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8823087,-5.2920804,NA,50,septiembre,7/25/2022,8/1/2022,4/4/2022
517,chirinos,Cajamarca,San Ignacio,Chirinos,-78.89088,-5.3150117,NA,25,septiembre,8/1/2022,8/1/2022,4/15/2022
518,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.01096,-5.3517717,NA,1.630434783,septiembre,7/28/2022,7/28/2022,4/10/2018
519,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0207777,-5.3386446,NA,6,octubre,7/28/2022,7/29/2022,4/1/2020
520,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0041214,-5.39571,NA,25,octubre,7/27/2022,7/27/2022,7/27/2017
521,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0053731,-5.3963435,NA,1.539855072,octubre,7/27/2022,7/28/2022,7/27/2018
522,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0212591,-5.3552513,NA,18,octubre,7/29/2022,7/29/2022,3/4/2014
523,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0209795,-5.3554116,NA,1.721014493,septiembre,7/29/2022,7/29/2022,3/1/2016
524,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-78.997373,-5.4120648,NA,50,agosto,7/27/2022,7/28/2022,7/27/2019
525,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0056198,-5.3973134,NA,2.717391304,agosto,7/27/2022,7/27/2022,7/27/2013
526,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0050832,-5.3972775,NA,30,octubre,7/27/2022,7/27/2022,7/27/2010
527,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0099234,-5.3822673,NA,35,octubre,7/28/2022,7/28/2022,7/2/2018
528,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0197533,-5.3624941,NA,50,octubre,7/28/2022,7/31/2022,7/28/2019
529,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0060574,-5.3514577,NA,2.536231884,octubre,7/28/2022,7/28/2022,3/1/2019
530,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0194761,-5.3341394,NA,1.177536232,octubre,7/28/2022,7/28/2022,2/1/2018
531,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8759758,-5.3238195,NA,1.177536232,octubre,7/27/2022,8/3/2022,7/27/2010
532,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8809308,-5.3205825,NA,2.173913043,octubre,7/27/2022,7/27/2022,4/20/2017
533,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9035417,-5.3050017,NA,40,septiembre,8/2/2022,8/2/2022,8/2/2022
534,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8840269,-5.3129623,NA,20,septiembre,8/1/2022,8/2/2022,6/16/2022
535,chirinos,Cajamarca,San Ignacio,Chirinos,-78.882414,-5.313808,NA,30,octubre,8/1/2022,8/3/2022,6/16/2022
536,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8862994,-5.3154831,NA,25,septiembre,8/1/2022,8/7/2022,6/9/2022
537,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9003453,-5.3043997,NA,22,noviembre,8/2/2022,8/4/2022,8/2/2022
538,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9095231,-5.2995783,NA,10,septiembre,8/3/2022,8/7/2022,6/2/2022
539,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9212451,-5.3202428,NA,35,septiembre,8/3/2022,8/7/2022,6/16/2022
540,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9382343,-5.3227816,NA,30,agosto,8/3/2022,8/7/2022,8/3/2022
541,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9389366,-5.327339,NA,1.268115942,septiembre,8/3/2022,8/7/2022,6/2/2022
542,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9493985,-5.2977189,NA,10,noviembre,8/4/2022,8/7/2022,NA
543,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9198644,-5.2908623,NA,25,noviembre,8/2/2022,8/7/2022,7/22/2022
544,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9691742,-5.2879881,NA,0,septiembre,8/4/2022,8/7/2022,7/8/2022
545,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9441076,-5.2965736,NA,3.260869565,octubre,8/5/2022,8/7/2022,6/9/2022
546,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9565723,-5.2860134,NA,55,septiembre,8/5/2022,8/5/2022,7/7/2022
547,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9691667,-5.2901217,NA,30,noviembre,8/6/2022,8/7/2022,7/14/2022
548,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9487434,-5.2979415,NA,30,octubre,8/4/2022,8/7/2022,7/14/2022
549,chirinos,Cajamarca,San Ignacio,Chirinos,-78.972947,-5.2841362,NA,0,septiembre,8/6/2022,8/7/2022,NA
550,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9460566,-5.3034961,NA,40,septiembre,8/5/2022,8/5/2022,8/4/2022
551,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9560564,-5.2855189,NA,20,octubre,8/5/2022,8/7/2022,8/5/2022
552,chirinos,Cajamarca,"San Ignacio
",Chirinos,-78.9054428,-5.2873455,NA,50,septiembre,8/5/2022,8/8/2022,7/16/2022
553,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9337259,-5.2945741,NA,25,septiembre,8/8/2022,8/8/2022,6/16/2022
554,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9016238,-5.3036586,NA,2.355072464,octubre,8/8/2022,8/8/2022,6/6/2022
555,chirinos,Cajamarca,San Ignacio,Chirinos,-78.914179,-5.2881191,NA,50,noviembre,8/8/2022,8/8/2022,7/4/2022
556,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9130476,-5.2887457,NA,1.358695652,octubre,8/8/2022,8/8/2022,6/6/2022
557,chirinos,Cajamarca,San Ignacio,Chirinos,-78.896886,-5.3076347,NA,40,octubre,8/8/2022,8/9/2022,8/8/2015
558,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9159488,-5.2789076,NA,25,septiembre,8/8/2022,8/9/2022,NA
559,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9156342,-5.2782796,NA,60,septiembre,8/9/2022,8/9/2022,NA
560,chirinos,Cajamarca,San Ignacio,Chirinos,-78.896847,-5.3077203,NA,60,octubre,8/8/2022,8/9/2022,6/6/2022
561,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9167416,-5.2879581,NA,1.449275362,octubre,8/8/2022,8/8/2022,8/8/2022
562,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9058423,-5.2416377,NA,30,octubre,8/2/2022,8/8/2022,3/15/2022
563,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8866078,-5.3196629,NA,40,septiembre,8/9/2022,8/9/2022,NA
564,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9175947,-5.2371521,NA,30,noviembre,8/2/2022,8/8/2022,6/9/2022
565,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9169047,-5.2368492,NA,10,octubre,8/2/2022,8/8/2022,8/3/2022
566,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-78.9931396,-5.4031498,NA,60,septiembre,7/25/2022,8/10/2022,3/7/2012
567,chirinos,CAJAMARCA,San Ignacio,CHIRINOS,-78.9313964,-5.2836153,NA,45,septiembre,8/4/2022,8/9/2022,8/4/2022
568,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9293072,-5.2831252,NA,15,septiembre,8/5/2022,8/9/2022,6/1/2022
569,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8783154,-5.322161,NA,60,diciembre,8/8/2022,8/8/2022,8/8/2022
570,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9639158,-5.2588197,NA,30,noviembre,8/8/2022,8/8/2022,5/3/2022
571,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9605886,-5.2734422,NA,1.268115942,septiembre,8/8/2022,8/8/2022,8/8/2022
572,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9428753,-5.2797983,NA,1.630434783,octubre,8/9/2022,8/9/2022,8/9/2022
573,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9504463,-5.2832429,NA,40,septiembre,8/9/2022,8/9/2022,5/10/2022
574,chirinos,Cajamarca,San Ignacio,Chirinos,-78.89527,-5.305,NA,1.630434783,octubre,8/9/2022,8/9/2022,6/8/2022
575,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8808425,-5.3028049,NA,50,octubre,8/10/2022,8/10/2022,NA
576,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8796383,-5.2990009,NA,15,octubre,8/10/2022,8/10/2022,NA
577,chirinos,Cajamarca,San Ignacio,Chirinos,-78.90285,-5.2801395,NA,30,noviembre,8/11/2022,8/11/2022,NA
578,chirinos,Cajamarca,San Ignacio,Chirinos,-78.90456,-5.2824736,NA,25,septiembre,8/11/2022,8/11/2022,NA
579,chirinos,"Cajamarca
",San Ignacio,Chirinos,-78.8983652,-5.3114751,NA,2.173913043,septiembre,8/9/2022,8/13/2022,4/18/2022
580,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8983682,-5.306187,NA,38,septiembre,8/9/2022,8/14/2022,8/15/2022
581,chirinos,San Ignacio,San Ignacio,Chirinos,-78.8970144,-5.3113635,NA,2.536231884,septiembre,8/11/2022,8/14/2022,6/4/2022
582,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9021248,-5.3182423,NA,22,septiembre,8/9/2022,8/14/2022,4/20/2022
583,chirinos,Cajamarca,San Ignacio,Chirinos,-78.89625,-5.3105433,NA,1.811594203,octubre,8/9/2022,8/14/2022,5/15/2022
584,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8969161,-5.3075872,NA,48,octubre,8/9/2022,8/14/2022,4/17/2022
585,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8969451,-5.3076713,NA,18,septiembre,8/9/2022,8/14/2022,3/15/2022
586,chirinos,San Ignacio,San Ignacio,Chirinos,-78.8928969,-5.3116636,NA,38,julio,8/12/2022,8/14/2022,5/2/2022
587,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8863698,-5.3394535,NA,40,octubre,8/9/2022,8/14/2022,6/6/2022
588,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9015952,-5.3035841,NA,35,octubre,8/9/2022,8/14/2022,7/4/2022
589,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9129094,-5.2887573,NA,35,octubre,8/9/2022,8/16/2022,6/6/2022
590,chirinos,Cajamarca,San Ignacio,Chirinos,-78.89699,-5.3076238,NA,35,octubre,8/9/2022,8/16/2022,6/13/2022
591,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9506553,-5.3221392,NA,1.177536232,octubre,8/12/2022,8/12/2022,NA
592,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0275267,-5.3568527,NA,40,octubre,8/11/2022,8/11/2022,5/3/2016
593,chirinos,CAJAMARCA,SAN IGNACIO,LA COIPA,-79.0259231,-5.3603818,NA,1.811594203,septiembre,8/11/2022,8/11/2022,3/1/2013
594,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8892319,-5.3137287,NA,30,septiembre,8/15/2022,8/15/2022,8/15/2022
595,chirinos,Cajamarca,San Ignacio,Chirinos,-78.889196,-5.3136746,NA,23,septiembre,8/15/2022,8/15/2022,8/15/2022
596,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9008393,-5.3120441,NA,8,septiembre,8/16/2022,8/16/2022,NA
597,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9024666,-5.3120401,NA,1.721014493,septiembre,8/16/2022,8/17/2022,NA
598,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9505265,-5.3215747,NA,30,septiembre,8/12/2022,8/17/2022,NA
599,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8971855,-5.3075324,NA,12,octubre,8/16/2022,8/16/2022,NA
600,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9003858,-5.3147658,NA,28,octubre,8/16/2022,8/16/2022,NA
601,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9519045,-5.3199683,NA,25,octubre,8/12/2022,8/17/2022,NA
602,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8995849,-5.3170162,NA,20,septiembre,8/17/2022,8/17/2022,NA
603,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8545217,-5.3024746,NA,35,octubre,8/9/2022,8/16/2022,6/6/2022
604,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8969779,-5.307559,NA,15,septiembre,8/9/2022,8/16/2022,6/6/2022
605,chirinos,Cajamarca,San Ignacio,Chirinos,-78.906053,-5.2417386,NA,15,septiembre,8/2/2022,8/12/2022,4/1/2022
