,Cooperativa,dpto,PROVINCIA,dstr,lon,lat,cos_kgha_1,cos_kgha_2,month_floracion,date_start,date_end,date_hrvs
211,norandino,Piura,Huamcabamba,Lalaquiz,-79.6875759,-5.1716537,1.449275362,40,octubre,3/25/2022,3/25/2022,NA
212,norandino,Piura,Huamcabamba,Lalaquiz,-79.6863522,-5.1682723,30,15,octubre,3/25/2022,3/25/2022,NA
213,norandino,Piura,Huamcabamba,Lalaquiz,-79.6867776,-5.1681415,10,5,octubre,3/25/2022,3/25/2022,NA
214,norandino,Piura,Huamcabamba,Lalaquiz,-79.687884,-5.1681877,1.811594203,50,octubre,3/25/2022,3/25/2022,NA
215,norandino,Piura,Huancabamba,Lalaquiz,-79.6816001,-5.1793775,30,60,septiembre,3/25/2022,3/25/2022,6/1/2022
216,norandino,Piura,Huancabamba,Lalaquiz,-79.6814684,-5.1792825,17,17,septiembre,3/25/2022,3/25/2022,3/25/2022
217,norandino,Piura,Huancabamba,Lalaquiz,-79.6804675,-5.1785124,12.5,50,septiembre,3/25/2022,3/25/2022,3/25/2022
218,norandino,Piura,Huancabamba,Lalaquiz,-79.6802883,-5.1779057,25,25,septiembre,3/25/2022,3/25/2022,3/25/2022
219,norandino,Piura,Huancabamba,Lalaquiz,-79.6806597,-5.1779058,16,40,septiembre,3/25/2022,3/25/2022,3/25/2022
220,norandino,PIURA,HUANCABAMBA,CANCHAQUE,-79.6188474,-5.2631722,15,15,octubre,3/25/2022,3/25/2022,6/20/2019
221,norandino,Piura,Huancabamba,Canchaque,-79.6191955,-5.2098786,16,40,octubre,3/22/2022,3/25/2022,5/15/2022
222,norandino,Piura,Huancabamba,Canchaque,-79.6214733,-5.2109621,17.5,35,octubre,3/22/2022,3/25/2022,5/15/2022
223,norandino,Piura,Huancabamba,Canchaque,-79.6204708,-5.2068582,2.67,8,octubre,3/22/2022,3/25/2022,5/15/2022
224,norandino,Piura,Huancabamba,Canchaque,-79.6280987,-5.2146108,8,12,septiembre,3/22/2022,3/25/2022,5/15/2022
225,norandino,Piura,Huancabamba,Canchaque,-79.6293364,-5.2128152,4,4,octubre,3/24/2022,3/25/2022,5/15/2022
226,norandino,Piura,Huancabamba,Canchaque,-79.6316195,-5.2088776,5.33,8,octubre,3/26/2022,3/25/2022,5/15/2022
227,norandino,Piura,Huancabamba,Canchaque,-79.6396589,-5.2123975,11,11,octubre,3/27/2022,3/25/2022,5/15/2022
228,norandino,Piura,Huancabamba,Canchaque,-79.6359517,-5.2085194,6,12,septiembre,3/27/2022,3/25/2022,5/15/2022
229,norandino,Piura,Huancabamba,Canchaque,-79.6270281,-5.2144664,7.5,15,octubre,3/24/2022,3/25/2022,5/15/2022
230,norandino,Piura,Huancabamba,Canchaque,-79.6270809,-5.2137764,10,15,octubre,3/24/2022,3/25/2022,5/15/2022
231,norandino,Piura,Huancabamba,Canchaque,-79.6272539,-5.2137382,10,20,septiembre,3/24/2022,3/25/2022,5/15/2022
232,norandino,Piura,Huancabamba,Canchaque,-79.6272796,-5.2133666,8.33,5,octubre,3/24/2022,3/25/2022,5/15/2022
233,norandino,Piura,Huancabamba,Canchaque,-79.6247928,-5.2137151,12,12,septiembre,3/24/2022,3/25/2022,5/15/2022
234,norandino,Piura,Huancabamba,Canchaque,-79.624444,-5.2137846,13.33,20,septiembre,3/24/2022,3/25/2022,5/15/2022
235,norandino,Piura,Huancabamba,Canchaque,-79.623829,-5.2128855,18,18,octubre,3/24/2022,3/25/2022,5/15/2022
236,norandino,Piura,Huancabamba,Canchaque,-79.6250401,-5.2271463,10.5,21,octubre,3/24/2022,3/25/2022,5/15/2022
237,norandino,Piura,Huancabamba,Canchaque,-79.6364395,-5.2263413,6.67,10,octubre,3/24/2022,3/25/2022,5/15/2022
238,norandino,Lambayeque,Lambayeque,Salas,-79.4808906,-6.1689547,10,10,septiembre,3/23/2022,3/23/2022,7/1/2022
239,norandino,Lambayeque,Lambayeque,Salas,-79.4799913,-6.1692165,4.33,13,septiembre,3/23/2022,3/23/2022,7/1/2022
240,norandino,Lambayeque,Lambayeque,Salas,-79.4820577,-6.169722,5,5,septiembre,3/23/2022,3/23/2022,3/23/2022
241,norandino,Lambayeque,Lambayeque,Salas,-79.4827357,-6.1708801,5,5,septiembre,3/23/2022,3/23/2022,7/1/2022
242,norandino,Lambayeque,Lambayeque,Salas,-79.4822795,-6.1654193,8,8,septiembre,3/23/2022,3/23/2022,7/1/2022
243,norandino,Piura,HUANCABAMBA,Canchaque,-79.6258272,-5.261804,12,12,noviembre,3/10/2022,3/26/2022,2/15/2017
244,norandino,PIURA,HUANCABAMBA,Canchaque,-79.6106671,-5.2537446,5,5,septiembre,3/14/2022,3/26/2022,3/14/2018
245,norandino,PIURA,HUANCABAMBA,CANCHAQUE,-79.6081095,-5.2534664,26,13,octubre,3/26/2022,3/26/2022,5/14/2020
246,norandino,PIURA,HUANCABAMBA,CANCHAQUE,-79.6040019,-5.2561462,15,15,noviembre,3/27/2022,3/27/2022,6/11/2013
247,norandino,PIURA,HUANCABAMBA,CANCHAQUE,-79.6048388,-5.2538089,18,18,septiembre,3/27/2022,3/27/2022,5/27/2017
248,norandino,PIURA,HUANCABAMBA,Canchaque,-79.6050407,-5.255622,10,5,octubre,3/10/2022,3/27/2022,5/5/2018
249,norandino,Piura,Huancabamba,Lalaquiz,-79.6538661,-5.2172373,14,35,septiembre,3/26/2022,3/26/2022,3/26/2022
250,norandino,Piura,Huancabamba,Lalaquiz,-79.653152,-5.2132953,6.67,10,septiembre,3/26/2022,3/26/2022,3/26/2022
251,norandino,Piura,Huancabamba,Lalaquiz,-79.6527926,-5.2121678,10,10,septiembre,3/26/2022,3/26/2022,3/26/2022
252,norandino,Piura,Huancabamba,Lalaquiz,-79.6489487,-5.2072941,7.33,11,septiembre,3/26/2022,3/26/2022,3/26/2022
253,norandino,Piura,Huancabamba,Lalaquiz,-79.6488733,-5.2072992,8.67,13,septiembre,3/26/2022,3/26/2022,3/26/2022
254,pangoa,Junín,Satipo,Pangoa,-74.3761384,-11.3703103,20,2.173913043,octubre,3/25/2022,3/29/2022,4/22/2022
255,pangoa,Junín,Satipo,Pangoa,-74.5181989,-11.4614213,13.33,40,agosto,3/23/2022,3/24/2022,3/22/2022
256,pangoa,Junin,Satipo,Pangoa,-74.55361,-11.5009571,5,15,octubre,3/25/2022,3/30/2022,5/20/2022
257,pangoa,Junin,Satipo,Pangoa,-74.5596014,-11.5078253,10,20,octubre,3/25/2022,3/30/2022,4/29/2022
258,pangoa,Junin,Satipo,Pangoa,-74.5504465,-11.4845923,2.86,20,septiembre,3/25/2022,3/30/2022,4/5/2022
259,pangoa,Junin,Satipo,Pangoa,-74.5639558,-11.4886199,16.67,25,octubre,3/25/2022,3/29/2022,4/30/2022
260,pangoa,Junin,Satipo,Pangoa,-74.571516,-11.4467805,6.67,20,octubre,3/30/2022,3/30/2022,4/22/2022
261,pangoa,Junín,Satipo,Pangoa,-74.5067077,-11.5661135,4.8,12,septiembre,3/22/2022,3/23/2022,3/8/2010
262,pangoa,Junín,Satipo,Pangoa,-74.4918285,-11.5529727,7.2,1.304347826,octubre,3/23/2022,3/23/2022,4/22/2015
263,pangoa,Junín,Satipo,Pangoa,-74.4896745,-11.5325464,16.67,50,octubre,3/23/2022,3/23/2022,3/23/2015
264,pangoa,Junín,Satipo,Pangoa,-74.4866959,-11.5338913,12.8,32,octubre,3/23/2022,3/23/2022,4/13/2015
265,pangoa,Junín,Satipo,Pangoa,-74.5677537,-11.4423608,15,30,septiembre,3/23/2022,3/23/2022,4/8/2019
266,pangoa,Junín,Satipo,Pangoa,-74.3803104,-11.4543679,5,10,octubre,3/24/2022,3/24/2022,5/3/2021
267,pangoa,Junín,Satipo,Pangoa,-74.3677364,-11.4708509,8.75,35,agosto,3/24/2022,3/24/2022,4/13/2015
268,pangoa,Junín,Satipo,Pangoa,-74.3061895,-11.3886688,6.8,17,octubre,3/25/2022,3/29/2022,4/14/2014
269,pangoa,Junín,Satipo,Pangoa,-74.3708507,-11.4756231,10.5,21,septiembre,3/24/2022,3/29/2022,4/23/2018
270,pangoa,Junín,Satipo,Pangoa,-74.3318834,-11.4075059,21,1.52173913,octubre,3/25/2022,3/29/2022,4/14/2014
271,pangoa,Junín,Satipo,Pangoa,-74.3375117,-11.4465138,10.67,16,septiembre,3/25/2022,3/29/2022,4/27/2018
272,pangoa,Junín,Satipo,Pangoa,-74.3426723,-11.4397267,10.47,1.612318841,septiembre,3/25/2022,3/30/2022,4/4/2011
273,pangoa,Junín,Satipo,Pangoa,-74.3805654,-11.4873466,7.67,23,septiembre,3/24/2022,3/29/2022,4/17/2017
274,pangoa,Junín,Satipo,Pangoa,-74.3854822,-11.4884097,4.62,30,agosto,3/24/2022,3/29/2022,4/13/2015
275,pangoa,Junín,Satipo,Pangoa,-74.3509069,-11.4453492,6,18,septiembre,3/25/2022,3/29/2022,4/11/2016
276,pangoa,Junín,Satipo,Pangoa,-74.3541257,-11.6532154,13.2,33,agosto,3/31/2022,3/31/2022,4/20/2015
277,pangoa,Junín,Satipo,Pangoa,-74.3591086,-11.6488308,8,24,agosto,3/31/2022,3/31/2022,4/10/2017
278,pangoa,Junín,Satipo,Pangoa,-74.3637316,-11.6597659,4.67,14,agosto,3/31/2022,3/31/2022,4/8/2013
279,pangoa,Junín,Satipo,Pangoa,-74.380393,-11.6167614,6.25,25,septiembre,3/31/2022,3/31/2022,4/7/2014
280,pangoa,Junín,Satipo,Pangoa,-74.3700629,-11.6490743,11.33,1.231884058,agosto,3/31/2022,3/31/2022,3/31/2013
281,pangoa,Junín,Satipo,Pangoa,-74.2935683,-11.5510808,22.5,2.445652174,septiembre,3/30/2022,3/31/2022,4/16/2022
282,pangoa,Junín,Satipo,Pangoa,-74.2931415,-11.5518958,25,2.717391304,septiembre,3/30/2022,3/31/2022,4/16/2022
283,pangoa,Junín,Satipo,Pangoa,-74.2904833,-11.5531677,12.5,1.358695652,octubre,3/30/2022,3/31/2022,4/14/2022
284,pangoa,Junín,Satipo,Pangoa,-74.2906234,-11.5576389,16.25,1.177536232,octubre,3/30/2022,3/31/2022,4/8/2022
285,pangoa,Junín,Satipo,Pangoa,-74.2976854,-11.54758,23.75,3.442028986,septiembre,3/29/2022,3/31/2022,4/13/2022
286,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4916987,-6.1419895,11,11,octubre,3/31/2022,4/1/2022,8/17/2016
287,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.480662,-6.1666942,20,10,noviembre,4/1/2022,4/1/2022,8/26/2018
288,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4804532,-6.1654322,5.33,8,octubre,4/1/2022,4/1/2022,8/8/2013
289,norandino,LAMBAYEQUE,LAMBAYEQUE,SOLAS,-79.4804712,-6.1642175,9,9,octubre,4/1/2022,4/1/2022,8/19/2016
290,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4902056,-6.1413292,20,20,octubre,4/1/2022,4/1/2022,8/16/2018
291,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4966558,-6.1410328,22,22,octubre,4/1/2022,4/1/2022,7/27/2019
292,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4971879,-6.1408012,12,12,septiembre,4/1/2022,4/1/2022,8/23/2018
293,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4949973,-6.1411961,12.5,25,octubre,4/1/2022,4/1/2022,9/4/2017
294,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4955585,-6.1413355,5,5,octubre,3/31/2022,4/1/2022,7/30/2011
295,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4938749,-6.1417814,5,10,noviembre,3/30/2022,4/1/2022,8/10/2016
296,pangoa,Junin,Satipo,Pangoa,-74.3394905,-11.4344431,6.5,39,octubre,3/25/2022,4/1/2022,4/29/2022
297,pangoa,Junin,Satipo,Pangoa,-74.323375,-11.4125566,8.89,40,noviembre,3/29/2022,4/1/2022,4/12/2022
298,pangoa,Junin,Satipo,Pangoa,-74.3212023,-11.4108923,4.5,9,noviembre,3/29/2022,4/1/2022,4/21/2022
299,pangoa,Junín,Satipo,Pangoa,-74.3253849,-11.416081,18,36,noviembre,3/29/2022,4/1/2022,4/14/2022
300,pangoa,Junín,Satipo,Pangoa,-74.3557612,-11.441527,12.25,49,septiembre,3/31/2022,4/1/2022,4/10/2022
301,pangoa,Junin,Satipo,Pangoa,-74.3756487,-11.4521606,22.5,1.630434783,septiembre,3/31/2022,4/1/2022,3/23/2022
302,pangoa,Junin,Satipo,Pangoa,-74.3749709,-11.4521835,16.36,45,octubre,3/31/2022,4/1/2022,3/17/2022
303,norandino,PIURA,AYABACA,JILILÍ,-79.834909,-4.5750755,10,5,octubre,3/31/2022,4/2/2022,5/15/2022
304,norandino,Piura,Ayabaca,Montero,-79.8145853,-4.6277237,4,5,noviembre,4/2/2022,4/2/2022,7/15/2022
305,norandino,Piura,Ayabaca,Montero,-79.8136322,-4.6269948,3,9,noviembre,4/2/2022,4/2/2022,7/15/2022
306,norandino,Piura,Ayabaca,Montero,-79.8370907,-4.6388662,13.33,20,noviembre,4/2/2022,4/2/2022,7/15/2022
307,norandino,Piura,Ayabaca,Montero,-79.840419,-4.6391606,10,30,noviembre,4/2/2022,4/2/2022,8/5/2022
308,norandino,Piura,Huancabamba,Lalaquiz,-79.6442456,-5.209242,30,45,septiembre,4/2/2022,4/2/2022,4/2/2022
309,norandino,Piura,Huancabamba,Lalaquiz,-79.6478381,-5.2065944,15,15,septiembre,4/2/2022,4/2/2022,4/2/2022
310,norandino,Piura,Huancabamba,Lalaquiz,-79.6485301,-5.2068226,4,4,septiembre,4/2/2022,4/2/2022,4/2/2022
311,norandino,Piura,Huancabamba,Lalaquiz,-79.6497764,-5.2056503,14.67,22,septiembre,4/2/2022,4/2/2022,4/2/2022
312,norandino,Piura,Huancabamba,Lalaquiz,-79.6495907,-5.2040238,5,10,septiembre,4/2/2022,4/2/2022,4/2/2022
313,pangoa,Junín,Satipo,Pangoa,-74.4060826,-11.6883117,16.5,1.195652174,septiembre,4/4/2022,4/4/2022,5/6/2019
314,pangoa,Junín,Satipo,Pangoa,-74.3602924,-11.6553606,21,42,septiembre,4/4/2022,4/4/2022,4/4/2016
315,pangoa,Junín,Satipo,Pangoa,-74.3045991,-11.3698059,31,1.684782609,octubre,4/1/2022,4/1/2022,5/15/2022
316,pangoa,Junín,Satipo,Pangoa,-74.300671,-11.3675194,16.67,50,septiembre,4/1/2022,4/1/2022,5/18/2022
317,pangoa,Junín,Satipo,Pangoa,-74.3011731,-11.0687935,26.43,3.351449275,septiembre,4/4/2022,4/4/2022,5/20/2022
318,pangoa,Junín,Satipo,Pangoa,-74.2981092,-11.3567918,21,1.902173913,septiembre,4/1/2022,4/4/2022,5/20/2022
319,pangoa,Junín,Satipo,Pangoa,-74.2785237,-11.3507454,21,1.902173913,octubre,4/1/2022,4/4/2022,4/30/2022
320,pangoa,Junin,Satipo,Pangoa,-74.4885683,-11.5666215,4.21,20,octubre,3/19/2022,4/4/2022,3/29/2022
321,pangoa,Junin,Satipo,Pangoa,-74.5504723,-11.4802234,2.73,15,octubre,3/24/2022,3/30/2022,4/6/2022
322,pangoa,Junin,Satipo,Pangoa,-74.5535125,-11.4926692,10,40,septiembre,3/25/2022,4/1/2022,4/5/2022
323,pangoa,Junin,Satipo,Pangoa,-74.5404821,-11.4566872,4.33,13,agosto,3/30/2022,3/31/2022,3/30/2022
324,pangoa,Junin,Satipo,Pangoa,-74.438662,-11.7030267,16.67,50,octubre,3/31/2022,4/4/2022,4/5/2022
325,pangoa,Junin,Satipo,Pangoa,-74.4265299,-11.6945727,10,30,octubre,3/31/2022,4/4/2022,4/13/2022
326,pangoa,Junin,Satipo,Pangoa,-74.4168092,-11.7024525,8.33,25,octubre,3/31/2022,4/4/2022,4/5/2022
327,pangoa,Junin,Satipo,Pangoa,-74.5615139,-11.5063224,1.9,20,octubre,4/4/2022,4/4/2022,4/12/2022
328,pangoa,Junín,Satipo,Pangoa,-74.2861577,-11.0152578,39.2,1.775362319,septiembre,4/4/2022,4/4/2022,7/10/2022
329,pangoa,Junin,Satipo,Pangoa,-74.3297726,-11.432594,11,33,septiembre,3/29/2022,4/5/2022,5/18/2022
330,pangoa,Junín,Satipo,Pangoa,-74.3402869,-11.4326239,8.84,42,octubre,4/1/2022,4/5/2022,5/13/2022
331,pangoa,Junín,Satipo,Río Tambo,-74.3002031,-11.1055361,10,40,septiembre,4/4/2022,4/4/2022,NA
332,pangoa,Junin,Satipo,Pangoa,-74.2828369,-11.3823247,23.53,3.623188406,octubre,4/5/2022,4/5/2022,5/4/2022
333,pangoa,Junín,Satipo,Pangoa,-74.299478,-11.3731098,14,35,septiembre,4/5/2022,4/5/2022,4/22/2022
334,pangoa,Junín,Satipo,Pangoa,-74.3025476,-11.370426,30,2.173913043,septiembre,4/5/2022,4/5/2022,4/21/2022
335,pangoa,Junín,Satipo,Pangoa,-74.3037551,-11.3920381,28.89,2.355072464,septiembre,4/5/2022,4/5/2022,4/8/2022
336,pangoa,Junín,Satipo,Pangoa,-74.2790839,-11.379644,22.43,2.844202899,octubre,4/5/2022,4/5/2022,4/20/2015
337,pangoa,Junín,Satipo,Pangoa,-74.2796287,-11.3819924,26.67,1.449275362,octubre,4/5/2022,4/5/2022,5/1/2017
338,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4979596,-6.1409527,5,10,septiembre,4/1/2022,4/5/2022,7/28/2011
339,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4983397,-6.1402329,15,15,octubre,4/1/2022,4/5/2022,8/25/2018
340,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4832545,-6.1444848,23.33,7,septiembre,4/5/2022,4/5/2022,7/30/2016
341,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4846365,-6.1401858,22,22,septiembre,4/5/2022,4/5/2022,8/31/2017
342,norandino,LAMBAYEQUE,LAMBAYEQUE,SALAS,-79.4832959,-6.13556,20,20,octubre,4/5/2022,4/5/2022,8/24/2017
343,pangoa,Junín,Satipo,Pangoa,-74.2795889,-11.3502771,1.503623188,1.503623188,octubre,4/1/2022,4/1/2022,4/20/2022
344,pangoa,Junin,Satipo,Pangoa,-74.2790705,-11.3518698,24,2.173913043,septiembre,4/1/2022,4/1/2022,4/21/2022
345,pangoa,Junin,Satipo,Pangoa,-74.2960789,-11.3686806,16,1.449275362,septiembre,4/1/2022,4/2/2022,4/1/2022
346,pangoa,Junin,Satipo,Rio Tambo,-74.2940606,-11.0693096,2,20,octubre,4/4/2022,4/4/2022,5/5/2022
347,pangoa,Junín,Satipo,Rio Tambo,-74.3077496,-11.0984066,17.78,1.449275362,octubre,4/4/2022,4/4/2022,5/3/2022
348,pangoa,Junín,Satipo,Pangoa,-74.3151347,-11.3415487,22,1.992753623,octubre,4/5/2022,4/5/2022,4/23/2022
349,pangoa,Junín,Satipo,Pangoa,-74.4403885,-11.2994429,12.5,50,octubre,4/5/2022,4/5/2022,4/29/2022
350,pangoa,Junín,Satipo,Pangoa,-74.4406956,-11.3005709,20.33,1.105072464,octubre,4/5/2022,4/5/2022,5/5/2022
351,pangoa,Junín,Satipo,Pangoa,-74.4403191,-11.3020728,24.29,1.539855072,octubre,4/5/2022,4/5/2022,5/5/2022
352,pangoa,Junín,Satipo,Pangoa,-74.4385456,-11.3051655,15,45,octubre,4/5/2022,4/5/2022,4/30/2022
353,pangoa,Junín,Satipo,Pangoa,-74.3149798,-11.3251894,19.6,1.775362319,octubre,4/5/2022,4/6/2022,5/5/2022
354,pangoa,Junín,Satipo,Pangoa,-74.3159789,-11.3385452,11.67,35,octubre,4/5/2022,4/6/2022,4/30/2022
355,pangoa,Junín,Satipo,Pangoa,-74.3160888,-11.3401018,20,2.536231884,octubre,4/5/2022,4/6/2022,4/30/2022
356,pangoa,Junín,Satipo,Pangoa,-74.3139087,-11.3202172,20,3.260869565,octubre,4/5/2022,4/6/2022,5/6/2022
357,pangoa,Junín,Satipo,Pangoa,-74.3142484,-11.3227685,21.43,2.717391304,octubre,4/5/2022,4/6/2022,5/7/2022
358,pangoa,Junín,Satipo,Pangoa,-74.3339122,-11.3077401,17.5,35,octubre,4/5/2022,4/6/2022,5/5/2022
359,pangoa,Junín,Satipo,Pangoa,-74.3335136,-11.3093599,17,51,octubre,4/5/2022,4/6/2022,5/14/2022
360,pangoa,Junín,Satipo,Pangoa,-74.3231608,-11.3266587,21.67,2.355072464,octubre,4/5/2022,4/6/2022,5/5/2022
361,pangoa,Junín,Satipo,Pangoa,-74.3219433,-10.9978661,22.38,4.257246377,octubre,4/4/2022,4/6/2022,5/21/2022
362,pangoa,Junín,Satipo,Pangoa,-74.3207873,-11.5503107,21,1.902173913,octubre,3/30/2022,4/6/2022,5/6/2022
363,pangoa,Junín,Satipo,Pangoa,-74.2907252,-11.5530263,20,3.804347826,septiembre,3/30/2022,4/6/2022,4/15/2022
364,pangoa,Junín,Satipo,Pangoa,-74.3711943,-11.3597781,51,1.847826087,octubre,3/29/2022,4/6/2022,4/30/2022
365,pangoa,Junín,Satipo,Pangoa,-74.3830933,-11.3524676,25.71,1.630434783,octubre,3/29/2022,4/6/2022,4/30/2022
366,pangoa,Junín,Satipo,Pangoa,-74.3618009,-11.3525291,21.67,2.355072464,septiembre,3/29/2022,4/6/2022,4/30/2022
367,pangoa,Junín,Satipo,Pangoa,-74.3862983,-11.3503691,22,1.992753623,octubre,3/25/2022,4/6/2022,4/30/2022
368,pangoa,Junín,Satipo,Pangoa,-74.3906328,-11.3572253,14.44,1.177536232,octubre,3/25/2022,4/6/2022,4/30/2022
369,pangoa,Junín,Satipo,Pangoa,-74.3891993,-11.3557896,26,1.177536232,octubre,3/25/2022,4/6/2022,5/4/2022
370,pangoa,Junín,Satipo,Pangoa,-74.3625301,-11.3540604,25,1.358695652,octubre,3/25/2022,4/6/2022,5/12/2022
371,pangoa,Junín,Satipo,Pangoa,-74.3895779,-11.3472963,10.29,18,septiembre,3/25/2022,4/6/2022,4/30/2022
372,pangoa,Junín,Satipo,Pangoa,-74.3848246,-11.3737854,21,1.902173913,octubre,3/25/2022,4/6/2022,4/30/2022
373,pangoa,Junin,Satipo,Pangoa,-74.3013858,-11.3823963,2.27,25,octubre,4/5/2022,4/6/2022,5/9/2022
374,pangoa,Junin,Satipo,Pangoa,-74.3011916,-11.3854649,6,30,octubre,4/5/2022,4/6/2022,4/11/2022
375,pangoa,Junin,Satipo,Pangoa,-74.3055463,-11.3850661,11,22,octubre,4/5/2022,4/5/2022,4/12/2022
376,norandino,Piura,Huamcabamba,Lalaquiz,-79.6968325,-5.1661777,18,9,octubre,4/6/2022,4/6/2022,NA
377,norandino,Piura,Huamcabamba,Lalaquiz,-79.6963863,-5.1671133,7.5,15,octubre,4/6/2022,4/6/2022,NA
378,norandino,Piura,Huamcabamba,Lalaquiz,-79.6969861,-5.1688499,8,8,octubre,4/6/2022,4/6/2022,NA
379,norandino,Piura,Huamcabamba,Lalaquiz,-79.6978706,-5.1694959,20,40,octubre,4/6/2022,4/6/2022,NA
380,norandino,Piura,Huamcabamba,Lalaquiz,-79.6968684,-5.1685594,7.5,15,octubre,4/6/2022,4/7/2022,NA
381,norandino,Piura,Huamcabamba,Lalaquiz,-79.6889617,-5.1717453,1.268115942,1.268115942,octubre,4/7/2022,4/7/2022,NA
382,norandino,Piura,Huamcabamba,Lalaquiz,-79.6889712,-5.1705015,15,30,octubre,4/7/2022,4/7/2022,NA
383,pangoa,Junin,Satipo,Pangoa,-74.491103,-11.4263181,8,24,octubre,4/7/2022,4/7/2022,5/18/2016
384,pangoa,Junin,Satipo,Pangoa,-74.491052,-11.4263307,17.5,2.536231884,octubre,4/7/2022,4/7/2022,5/2/2013
385,pangoa,Junin,Satipo,Pangoa,-74.4911048,-11.4263224,11.25,45,octubre,4/7/2022,4/7/2022,5/15/2013
386,norandino,Piura,Huancabamba,Lalaquiz,-79.6537542,-5.2162045,10,30,septiembre,4/7/2022,4/7/2022,4/7/2022
387,norandino,Piura,Huancabamba,Lalaquiz,-79.652509,-5.2167166,15,30,septiembre,4/7/2022,4/7/2022,4/7/2022
388,norandino,Piura,Huancabamba,Lalaquiz,-79.6524821,-5.2167043,10,20,septiembre,4/7/2022,4/7/2022,4/7/2022
389,norandino,Piura,Huancabamba,Lalaquiz,-79.650305,-5.2134074,15,15,septiembre,4/7/2022,4/7/2022,4/7/2022
390,norandino,Piura,Huancabamba,Lalaquiz,-79.6512123,-5.2079991,3.33,5,septiembre,4/7/2022,4/7/2022,4/7/2022
391,norandino,Piura,Huancabamba,Lalaquiz,-79.6468029,-5.198722,13.5,54,septiembre,4/8/2022,4/8/2022,4/8/2022
392,aprocassi,Cajamarca,San Ignacio,Chirinos,-78.9324007,-5.2354355,20,60,octubre,5/10/2022,5/10/2022,NA
393,aprocassi,Cajamarca,San Ignacio,Chirinos,-78.9351031,-5.2324787,24,42,octubre,5/10/2022,5/11/2022,NA
394,aprocassi,Cajamarca,San Ignacio,Chirinos,-78.9343095,-5.2300465,18,9,octubre,5/10/2022,5/11/2022,NA
395,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.005153,-5.1151689,15,30,noviembre,4/30/2022,4/30/2022,4/6/2022
396,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8436783,-5.1835517,40.8,1.847826087,septiembre,5/2/2022,5/7/2022,NA
397,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8415718,-5.1829431,2.463768116,2.463768116,octubre,5/2/2022,5/7/2022,NA
398,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.839453,-5.1818978,NA,2.898550725,octubre,5/2/2022,5/7/2022,NA
399,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8393571,-5.1818064,NA,30,octubre,5/2/2022,5/7/2022,NA
400,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8441288,-5.1850922,NA,24,septiembre,5/2/2022,5/9/2022,NA
401,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8433907,-5.1837175,NA,26,septiembre,5/2/2022,5/9/2022,NA
402,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0646283,-5.1451772,NA,50,octubre,5/3/2022,5/3/2022,NA
403,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.055308,-5.1500847,NA,40,octubre,5/3/2022,5/11/2022,NA
404,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0540726,-5.1529349,NA,50,octubre,5/3/2022,5/3/2022,NA
405,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0539612,-5.1530156,NA,20,octubre,5/3/2022,5/11/2022,NA
406,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0341744,-5.0278396,NA,25,octubre,5/4/2022,5/4/2022,5/4/2012
407,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0334276,-5.0268255,NA,32,octubre,5/4/2022,5/4/2022,5/4/2017
408,aprocassi,Cajamarca,San Ignacio,San José de Lourdes,-78.8333891,-5.1744219,NA,25,octubre,5/2/2022,5/11/2022,NA
409,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0694297,-5.1470327,NA,20,septiembre,5/3/2022,5/11/2022,NA
410,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0521836,-5.1488452,NA,40,septiembre,5/3/2022,5/11/2022,NA
411,aprocassi,Cajamarca,San Ignacio,San Ignacio,-79.0525383,-5.1481288,NA,20,septiembre,5/3/2022,5/11/2022,NA
