"","cell","date_start","date_end","lon","lat","dpto","dstr","date_hrvs","month_floracion","cos_kgha_1","cos_kgha_2"
"1",30398,2022-03-12,2022-03-12,-79.4745353,-6.0915894,"Lambayeque","Kañariz",2016-03-15,"agosto",552,552
"2",30398,2022-03-12,2022-03-12,-79.4751673,-6.090494,"Lambayeque","Kañaris",2015-02-12,"octubre",552,828
"3",30398,2022-03-12,2022-03-12,-79.4758062,-6.0848778,"Lambayeque","Kañaris",2014-01-14,"septiembre",515.016,772.8
"4",30651,2022-03-13,2022-03-13,-79.475172,-6.103797,"Lambayeque","Salas",2019-08-04,"julio",220.8,552
"5",30398,2022-03-13,2022-03-13,-79.4779552,-6.0979908,"Lambayeque","Salas",2018-03-15,"septiembre",165.6,165.6
"6",30398,2022-03-13,2022-03-13,-79.4797403,-6.0964958,"Lambayeque","Salas",2016-03-11,"septiembre",276,386.4
"7",30651,2022-03-13,2022-03-14,-79.4693444,-6.1010123,"Lambayeque","Salas",2012-03-08,"septiembre",276,828
"8",30398,2022-03-12,2022-03-14,-79.4794412,-6.0865895,"Lambayeque","Kañaris",2018-01-10,"septiembre",441.6,331.2
"9",30398,2022-03-12,2022-03-14,-79.4799435,-6.0865345,"Lambayeque","Kañaris",2017-01-09,"septiembre",1226.544,1104
"10",30398,2022-03-12,2022-03-14,-79.4802964,-6.0876904,"Lambayeque","Kañaris",2017-01-11,"septiembre",287.04,717.6
"11",30398,2022-03-12,2022-03-12,-79.4780967,-6.0887497,"Lambayeque","Kañaris",2017-01-12,"septiembre",1104,552
"12",30398,2022-03-12,2022-03-12,-79.4779906,-6.0884808,"Lambayeque","Kañaris",2017-02-08,"septiembre",1330,276
"13",30398,2022-03-13,2022-03-13,-79.4730876,-6.0988009,"Lambayeque","Salas",2012-02-08,"septiembre",699.384,1048.8
"14",30398,2022-03-13,2022-03-13,-79.473691,-6.0978441,"Lambayeque","Salas",2014-01-16,"septiembre",1104,552
"15",30398,2022-03-13,2022-03-13,-79.4727511,-6.0971762,"Lambayeque","Salas",2010-02-04,"septiembre",956.616,717.6
"16",30398,2022-03-13,2022-03-13,-79.4723875,-6.0990251,"Lambayeque","Salas",2009-01-15,"septiembre",515.016,386.4
"17",30904,2022-03-13,2022-03-13,-79.48587,-6.1500633,"LAMBAYEQUE","SALAS",2015-01-15,"noviembre",1104,1104
"18",30904,2022-03-13,2022-03-16,-79.4945266,-6.1709156,"Lambayeque","Salas",NA,"septiembre",165.6,165.6
"19",31156,2022-03-15,2022-03-16,-79.5191317,-6.2210151,"Lambayeque","Salas",NA,"septiembre",1324.8,331.2
"20",30650,2022-03-14,2022-03-16,-79.5161168,-6.1296078,"Lambayeque","Salas",NA,"septiembre",441.6,441.6
"21",30650,2022-03-14,2022-03-16,-79.5145571,-6.130407,"Lambayeque","Salas",2022-03-14,"septiembre",552,1104
"22",30650,2022-03-14,2022-03-16,-79.5169829,-6.1293823,"Lambayeque","Salas",NA,"septiembre",331.2,331.2
"23",30904,2022-03-16,2022-03-16,-79.483975,-6.169878,"Lambayeque","Salas",NA,"octubre",220.8,165.6
"24",30904,2022-03-16,2022-03-16,-79.4863594,-6.170851,"Lambayeque","Salas",NA,"septiembre",662.4,662.4
"25",30144,2022-03-17,2022-03-17,-79.5410049,-6.0062724,"Lambayeque","Cañaris",2015-01-16,"septiembre",2628.624,1656
"26",30144,2022-03-17,2022-03-17,-79.5405314,-6.0048699,"Lambayeque","Cañaris",2015-01-15,"septiembre",1656,1656
"27",30144,2022-03-16,2022-03-16,-79.5433841,-6.0016956,"Lambayeque","Kañaris",2012-03-16,"septiembre",441.6,441.6
"28",30144,2022-03-16,2022-03-16,-79.5351902,-6.0023766,"Lambayeque","Kañaris",2017-01-18,"septiembre",717.6,717.6
"29",30144,2022-03-16,2022-03-17,-79.5333097,-6.0028035,"Lambayeque","Cañaris",2011-02-02,"septiembre",717.6,1435.2
"30",25841,2022-03-16,2022-03-17,-79.6398871,-5.1967754,"Piura","Lalaquiz",2017-01-02,"octubre",552,1656
"31",25841,2022-03-16,2022-03-17,-79.6418958,-5.193355,"Piura","Lalaquiz",2015-02-11,"octubre",1435.2,2870.4
"32",25841,2022-03-16,2022-03-17,-79.6418491,-5.19337,"Piura","Lalaquiz",1997-03-16,"octubre",3036,3036
"33",25841,2022-03-16,2022-03-16,-79.6471325,-5.1961789,"Piura","Lalaquiz",2012-01-02,"octubre",1490.4,1490.4
"34",25841,2022-03-17,2022-03-17,-79.6425408,-5.1968413,"Piura","Lalaquiz",2016-03-17,"octubre",1280.64,3201.6
"35",25841,2022-03-17,2022-03-17,-79.6431388,-5.1965138,"Piura","Lalaquiz",2012-06-01,"septiembre",761.76,69
"36",25841,2022-03-17,2022-03-17,-79.6438448,-5.1959524,"Piura","Lalaquiz",2015-03-17,"octubre",735.816,2208
"37",25841,2022-03-17,2022-03-17,-79.6439938,-5.195669,"Piura","Lalaquiz",2017-03-17,"octubre",1048.8,2097.6
"38",25841,2022-03-17,2022-03-17,-79.6449932,-5.1918715,"Piura","Lalaquiz",2018-03-17,"octubre",552,552
"39",25841,2022-03-16,2022-03-17,-79.6420577,-5.1934427,"Piura","Lalaquiz",2012-01-02,"septiembre",1490,1490
"40",30651,2022-03-15,2022-03-16,-79.4856172,-6.1493757,"LAMBAYEQUE","SALAS",2015-02-11,"septiembre",312.432,165.6
"41",30651,2022-03-16,2022-03-17,-79.4805503,-6.1480071,"LAMBAYEQUE","SALAS",2014-02-05,"octubre",2365.872,828
"42",30904,2022-03-16,2022-03-18,-79.4900265,-6.1737459,"Lambayeque","Salas",NA,"septiembre",883.2,220.8
"43",30904,2022-03-16,2022-03-18,-79.4909136,-6.1699529,"Lambayeque","Salas",NA,"septiembre",1104,828
"44",30904,2022-03-16,2022-03-18,-79.4932626,-6.1708001,"Lambayeque","Salas",NA,"septiembre",662.4,165.6
"45",30904,2022-03-18,2022-03-18,-79.4979328,-6.1726837,"Lambayeque","Salas",NA,"septiembre",441.6,441.6
"46",25841,2022-03-18,2022-03-18,-79.6376085,-5.1933168,"Piura","Lalaquiz",2010-06-01,"octubre",524.4,2097.6
"47",25841,2022-03-18,2022-03-18,-79.6374661,-5.1931454,"Piura","Lalaquiz",2012-03-18,"septiembre",2907.384,79
"48",25841,2022-03-18,2022-03-18,-79.6409095,-5.1906492,"Piura","Lalaquiz",2008-03-18,"octubre",552,1104
"49",25841,2022-03-18,2022-03-18,-79.6410789,-5.1913034,"Piura","Lalaquiz",2010-03-18,"octubre",966,70
"50",25841,2022-03-18,2022-03-18,-79.6431838,-5.1927524,"Piura","Lalaquiz",2012-03-18,"octubre",1419.192,90
"51",30904,2022-03-18,2022-03-18,-79.4954578,-6.1789651,"Lambayeque","Salas",NA,"septiembre",1104,276
"52",30904,2022-03-18,2022-03-18,-79.4956826,-6.1786746,"Lambayeque","Salas",NA,"septiembre",552,276
"53",30904,2022-03-18,2022-03-18,-79.4999313,-6.1756214,"Lambayeque","Salas",NA,"septiembre",552,276
"54",30904,2022-03-18,2022-03-18,-79.4987488,-6.1770646,"Lambayeque","Salas",NA,"septiembre",1987.2,993.6
"55",30651,2022-03-15,2022-03-17,-79.4863129,-6.1480159,"LAMBAYEQUE","SALAS",2017-01-26,"noviembre",331.2,165.6
"56",30651,2022-03-17,2022-03-17,-79.4742824,-6.146841,"LAMBAYEQUE","SALAS",2016-01-20,"noviembre",331.2,331.2
"57",30651,2022-03-17,2022-03-17,-79.4773579,-6.1483269,"LAMBAYEQUE","SALAS",2016-02-02,"noviembre",386.4,386.4
"58",30651,2022-03-18,2022-03-18,-79.4792566,-6.1378972,"LAMBAYEQUE","SALAS",2012-02-01,"octubre",515.016,386.4
"59",30651,2022-03-18,2022-03-18,-79.4800093,-6.1407453,"LAMBAYEQUE","SALAS",2015-01-23,"septiembre",552,276
"60",30651,2022-03-18,2022-03-18,-79.4793864,-6.1438906,"LAMBAYEQUE","SALAS",2012-03-02,"octubre",515.016,386.4
"61",30398,2022-03-12,2022-03-17,-79.4758522,-6.0802395,"Lambayeque","Kañaris",2016-01-04,"septiembre",1472.184,1104
"62",30398,2022-03-13,2022-03-17,-79.4738383,-6.0973668,"Lambayeque","Salas",2017-01-11,"septiembre",368.184,276
"63",30144,2022-03-17,2022-03-17,-79.5373913,-6.0037384,"Lambayeque","Kañaris",2015-05-07,"septiembre",662.4,662.4
"64",30144,2022-03-18,2022-03-18,-79.5236383,-6.0223267,"Lambayeque","Kañaris",2016-01-07,"septiembre",1380,1380
"65",30144,2022-03-18,2022-03-18,-79.5340105,-6.0170188,"Lambayeque","Kañaris",2015-03-19,"septiembre",1615.704,1656
"66",25841,2022-03-19,2022-03-19,-79.647489,-5.1989949,"Piura","Lalaquiz",2012-03-19,"octubre",634.8,1269.6
"67",25841,2022-03-19,2022-03-19,-79.6497136,-5.1999799,"Piura","Lalaquiz",2016-03-19,"septiembre",552,552
"68",26094,2022-03-19,2022-03-19,-79.6487838,-5.2014065,"Piura","Lalaquiz",2010-03-19,"septiembre",414,828
"69",26094,2022-03-19,2022-03-19,-79.6473017,-5.2013996,"Piura","Lalaquiz",2014-03-19,"septiembre",303.6,607.2
"70",26094,2022-03-19,2022-03-19,-79.6468229,-5.201452,"Piura","Lalaquiz",2016-03-19,"septiembre",1104,2760
"71",57821,2022-03-18,2022-03-19,-74.53896,-11.4696962,"Junin","Pangoa",2012-02-02,"septiembre",483,77
"72",30651,2022-03-15,2022-03-19,-79.4847854,-6.1471175,"LAMBAYEQUE","SALAS",2017-02-03,"septiembre",552,552
"73",30651,2022-03-18,2022-03-19,-79.4764437,-6.144688,"LAMBAYEQUE","SALAS",2015-02-19,"septiembre",220.8,165.6
"74",25841,2022-03-21,2022-03-21,-79.6494811,-5.1789391,"Piura","Lalaquiz",2018-03-21,"septiembre",1656,3312
"75",25841,2022-03-21,2022-03-21,-79.6455149,-5.1852267,"Piura","Lalaquiz",2015-03-21,"octubre",828,1656
"76",25841,2022-03-21,2022-03-21,-79.6456496,-5.1858138,"Piura","Lalaquiz",2015-01-01,"septiembre",1104,2760
"77",25841,2022-03-21,2022-03-21,-79.6445914,-5.1868639,"Piura","Lalaquiz",2017-03-21,"septiembre",552,1104
"78",25841,2022-03-21,2022-03-21,-79.6451506,-5.1889927,"Piura","Lalaquiz",2017-03-21,"septiembre",717.6,65
"79",30145,2022-03-20,2022-03-21,-79.4850761,-6.0380095,"Lambayeque","Salas",2019-04-11,"septiembre",552,276
"80",30145,2022-03-20,2022-03-20,-79.4852518,-6.0386035,"Lambayeque","Salas",2017-12-14,"septiembre",331.2,331.2
"81",30145,2022-03-20,2022-03-20,-79.4999957,-6.0203527,"Lambayeque","Salas",2017-12-21,"septiembre",1104,552
"82",30144,2022-03-20,2022-03-21,-79.5003693,-6.0288315,"Lambayeque","Salas",2017-01-19,"septiembre",828,828
"83",30145,2022-03-21,2022-03-21,-79.4989393,-6.0341339,"Lambayeque","Distrito",2017-01-05,"septiembre",1104,276
"84",30144,2022-03-19,2022-03-21,-79.510136,-6.0237771,"Lambayeque","Kañaris",2011-01-10,"septiembre",1104,552
"85",30651,2022-03-20,2022-03-20,-79.4759073,-6.1477157,"LAMBAYEQUE","SALAS",2012-01-20,"octubre",165.6,165.6
"86",29891,2022-03-16,2022-03-16,-79.5497292,-5.9991168,"Lambayeque","Kañaris",2011-04-07,"octubre",118.128,165.6
"87",29890,2022-03-16,2022-03-16,-79.5500379,-5.9999216,"Lambayeque","Kañaris",2015-04-09,"octubre",662.4,331.2
"88",30143,2022-03-16,2022-03-16,-79.5506558,-6.0021277,"Lambayeque","Kañaris",2019-08-03,"septiembre",0,0
"89",30144,2022-03-17,2022-03-17,-79.5464452,-6.0033431,"Lambayeque","Kañaris",2016-12-25,"octubre",2646.84,1932
"90",30144,2022-03-17,2022-03-17,-79.5481431,-6.0052818,"Departamento","Kañariz",2017-12-14,"septiembre",662.4,331.2
"91",30144,2022-03-17,2022-03-17,-79.5486167,-6.0029127,"Lambayeque","Kañaris",2015-04-16,"septiembre",1380,1380
"92",30144,2022-03-17,2022-03-17,-79.5435584,-6.0047252,"Lambayeque
","Kañaris",2017-05-07,"septiembre",227.424,772.8
"93",30144,2022-03-17,2022-03-17,-79.5440184,-6.0049471,"Lambayeque","Kañaris",2011-05-04,"septiembre",2208,552
"94",30144,2022-03-17,2022-03-17,-79.5456166,-6.0081212,"Lambayeque @@","Kañaris",2010-02-01,"octubre",735.816,1104
"95",30144,2022-03-17,2022-03-17,-79.5433379,-6.0097688,"Lambayeque","Kañaris",2016-05-03,"octubre",1104,1104
"96",30144,2022-03-18,2022-03-18,-79.5322448,-6.0044417,"Lambayeque","Kañaris",2012-04-06,"octubre",828,1656
"97",30144,2022-03-18,2022-03-18,-79.53636,-6.0086867,"Lambayeque","Kañaris",2015-04-02,"octubre",993.6,496.8
"98",30144,2022-03-18,2022-03-18,-79.5382082,-6.0089879,"Lambayeque","Kañaris",2015-12-01,"septiembre",828,828
"99",30144,2022-03-18,2022-03-18,-79.5307218,-6.0171816,"Lambayeque","Kañaris",2015-04-01,"octubre",2365.872,1656
"100",30144,2022-03-18,2022-03-18,-79.5348366,-6.0176192,"Lambayeque","Kañaris",2009-03-08,"octubre",1361.784,2042.4
"101",30144,2022-03-19,2022-03-19,-79.5099874,-6.0216968,"Lambayeque","Kañaris",1990-03-01,"septiembre",276,276
"102",30144,2022-03-19,2022-03-20,-79.5037432,-6.0190102,"Lambayeque","Salas",2009-04-01,"octubre",220.8,220.8
"103",30144,2022-03-19,2022-03-20,-79.5067113,-6.023347,"Lambayeque","Salas",2019-03-01,"noviembre",0,0
"104",30144,2022-03-20,2022-03-20,-79.5079235,-6.0232817,"Lambayeque","Salas",2002-03-20,"octubre",276,276
"105",30144,2022-03-20,2022-03-20,-79.5053115,-6.0210808,"Lambayeque","Salas",2015-04-01,"octubre",110.4,1000
"106",30144,2022-03-20,2022-03-20,-79.5033433,-6.0213618,"Lambayeque","Salas",2006-04-01,"octubre",441.6,220.8
"107",30144,2022-03-20,2022-03-20,-79.503413,-6.0189521,"Lambayeque","Salas",2015-03-01,"octubre",110.4,1000
"108",30144,2022-03-20,2022-03-20,-79.5015848,-6.0189912,"Lambayeque","Salas",2016-03-01,"octubre",552,276
"109",30651,2022-03-18,2022-03-22,-79.4747019,-6.1457156,"LAMBAYEQUE","SALAS",2007-02-15,"noviembre",441.6,441.6
"110",57315,2022-03-18,2022-03-22,-74.5043963,-11.3737973,"Junin","Pangoa",2015-02-04,"octubre",1092.96,99
"111",57821,2022-03-18,2022-03-22,-74.5470945,-11.4808004,"Junin","Pangoa",2014-01-10,"septiembre",354.936,90
"112",57821,2022-03-18,2022-03-21,-74.5441846,-11.4945635,"Junin","Pangoa",2014-04-02,"octubre",1472.184,80
"113",57821,2022-03-19,2022-03-22,-74.5271726,-11.4841208,"Junin","Pangoa",2013-12-12,"septiembre",552,1656
"114",57821,2022-03-19,2022-03-22,-74.5347317,-11.4943936,"Junin","Pangoa",2013-04-16,"septiembre",735.816,2208
"115",57822,2022-03-19,2022-03-22,-74.4791126,-11.4750277,"Junín","Pangoa",2013-02-11,"septiembre",592.296,3256.8
"116",57821,2022-03-21,2022-03-22,-74.5133942,-11.4995874,"Junín","Pangoa",2015-02-02,"octubre",725.328,2539.2
"117",58074,2022-03-21,2022-03-22,-74.5129663,-11.5203992,"Junín","Pangoa",2014-01-20,"octubre",717.6,1435.2
"118",58074,2022-03-21,2022-03-21,-74.5060597,-11.5028653,"Junín","Pangoa",2012-02-13,"octubre",654.12,77
"119",58836,2022-03-21,2022-03-21,-74.3724723,-11.6984401,"Junín","Pangoa",2014-01-22,"septiembre",1025.064,65
"120",58836,2022-03-21,2022-03-21,-74.39224,-11.6637888,"Junín","Pangoa",2016-02-16,"octubre",1451.208,92
"121",58583,2022-03-21,2022-03-21,-74.3705236,-11.6488181,"Junín","Pangoa",2014-01-27,"octubre",386.4,772.8
"122",58328,2022-03-22,2022-03-22,-74.4724053,-11.5512504,"Junín","Pangoa",2013-01-14,"agosto",883.2,883.2
"123",58328,2022-03-22,2022-03-22,-74.4785604,-11.5517109,"Junin","Pangoa",2013-02-11,"agosto",122.544,552
"124",58328,2022-03-22,2022-03-22,-74.4871751,-11.5534766,"Junín","Pangoa",2006-02-14,"octubre",315.192,1104
"125",58328,2022-03-22,2022-03-22,-74.4870608,-11.5538726,"Junín","Pangoa",2014-02-24,"septiembre",735.816,1104
"126",58327,2022-03-22,2022-03-22,-74.5069688,-11.5659161,"Junin","Pangoa",2013-03-11,"octubre",1104,2760
"127",58327,2022-03-22,2022-03-22,-74.5116645,-11.5694025,"Junín","Pangoa",2013-02-26,"octubre",750.72,1876.8
"128",57821,2022-03-22,2022-03-22,-74.5304246,-11.4885606,"Junin","Pangoa",2017-03-10,"octubre",1104,2208
"129",58328,2022-03-18,2022-03-23,-74.4962305,-11.5626543,"Junin","Pangoa",2014-02-13,"octubre",276,1104
"130",58328,2022-03-19,2022-03-23,-74.4966673,-11.5671408,"Junin","Pangoa",2011-04-14,"octubre",331.2,2980.8
"131",58327,2022-03-21,2022-03-23,-74.5149304,-11.5692824,"Junin","SantoDomingo de Acobamba",2017-02-09,"octubre",236.808,1656
"132",58328,2022-03-21,2022-03-23,-74.4928077,-11.5641079,"Junín","Pangoa",2018-02-08,"octubre",276,828
"133",58328,2022-03-21,2022-03-23,-74.4749759,-11.5771851,"Junín","PANGOA",2017-05-11,"octubre",157.872,1104
"134",57821,2022-03-22,2022-03-23,-74.5355251,-11.4965301,"Junín","PANGOA",2019-04-04,"noviembre",414,828
"135",57821,2022-03-22,2022-03-23,-74.534646,-11.4915044,"Junin","San Martin",2014-05-15,"octubre",1242,2484
"136",57821,2022-03-22,2022-03-23,-74.5335004,-11.4928878,"Junin","Pangoa",2012-06-06,"octubre",276,1104
"137",30904,2022-03-23,2022-03-23,-79.4715589,-6.1739317,"LAMBAYEQUE","SALAS",2012-02-20,"octubre",220.8,220.8
"138",30904,2022-03-23,2022-03-23,-79.471352,-6.1742416,"LAMBAYEQUE","SALAS",2015-01-23,"septiembre",848.976,110.4
"139",30904,2022-03-23,2022-03-23,-79.4733247,-6.1743244,"LAMBAYEQUE","SALAS",2017-01-19,"octubre",331.2,165.6
"140",58328,2022-03-19,2022-03-24,-74.4946402,-11.562013,"Junín","Pangoa",2012-02-17,"octubre",276,828
"141",57821,2022-03-23,2022-03-23,-74.5367842,-11.4647124,"Junin","Pangoa 

",2018-02-28,"septiembre",368.184,1656
"142",57821,2022-03-23,2022-03-23,-74.5266311,-11.4604943,"Junin","Pangoa",2006-02-09,"agosto",386.4,386.4
"143",30651,2022-03-15,2022-03-23,-79.4860645,-6.1489327,"LAMBAYEQUE","SALAS",2017-02-24,"octubre",165.6,165.6
"144",30651,2022-03-20,2022-03-23,-79.4838712,-6.1491626,"LAMBAYEQUE","SALAS",2012-01-08,"septiembre",368.184,276
"145",26347,2022-03-24,2022-03-24,-79.6076844,-5.2620811,"PIURA","CANCHAQUE",2010-04-20,"septiembre",441.6,441.6
"146",25840,2022-03-24,2022-03-24,-79.6971421,-5.1664552,"Piura","Lalaquiz",NA,"octubre",552,276
"147",25840,2022-03-24,2022-03-24,-79.6770868,-5.1669546,"Piura","Lalaquiz",NA,"octubre",2760,1380
"148",25840,2022-03-24,2022-03-24,-79.6771346,-5.1663253,"Piura","Lalaquiz",NA,"octubre",2208,1104
"149",25840,2022-03-24,2022-03-24,-79.6767198,-5.168018,"Piura","Lalaquiz",NA,"octubre",2208,2208
"150",25840,2022-03-24,2022-03-24,-79.676012,-5.1725234,"Piura","Lalaquiz",NA,"octubre",2760,1380
"151",25840,2022-03-24,2022-03-24,-79.6755575,-5.1719788,"Piura","Lalaquiz",NA,"octubre",938.4,938.4
"152",26347,2022-03-24,2022-03-25,-79.6077672,-5.2625218,"PIURA","CANCHAQUE",2015-01-10,"septiembre",1839.816,2760
"153",26347,2022-03-24,2022-03-25,-79.6097616,-5.2640954,"PIURA","CANCHAQUE",2012-03-24,"septiembre",662.4,662.4
"154",26093,2022-03-17,2022-03-17,-79.6805851,-5.2022678,"Piura","Lalaquiz",2010-03-10,"noviembre",662.4,165.6
"155",26093,2022-03-17,2022-03-17,-79.6790818,-5.2013442,"Piura","Lalaquiz",2018-02-02,"noviembre",552,276
"156",30651,2022-03-23,2022-03-25,-79.4813241,-6.1485372,"LAMBAYEQUE","SALAS",2012-03-06,"octubre",331.2,331.2
"157",30651,2022-03-23,2022-03-25,-79.4843047,-6.1457737,"LAMBAYEQUE","SALAS",2017-02-01,"noviembre",404.616,607.2
"158",26094,2022-03-12,2022-03-20,-79.6336075,-5.2025413,"Piura","Canchaque",2021-01-15,"octubre",441.6,441.6
"159",26094,2022-03-12,2022-03-21,-79.6334684,-5.2024051,"Piura","Canchaque",2022-01-15,"octubre",331.2,331.2
"160",26094,2022-03-12,2022-03-20,-79.6262669,-5.208651,"Piura","Canchaque",2022-01-15,"octubre",662.4,1656
"161",26094,2022-03-13,2022-03-20,-79.6373662,-5.2287604,"Piura","Canchaque",2022-01-15,"octubre",441.6,441.6
"162",26094,2022-03-13,2022-03-21,-79.6373681,-5.2264522,"Piura","Canchaque",2021-01-15,"octubre",828,828
"163",25841,2022-03-15,2022-03-21,-79.6188084,-5.1829635,"Piura","Canchaque",2022-01-15,"octubre",529.92,662.4
"164",26094,2022-03-18,2022-03-21,-79.6081323,-5.2087431,"Piura","Canchaque",2022-01-15,"octubre",828,828
"165",26094,2022-03-18,2022-03-21,-79.6090807,-5.2090761,"Piura","Canchaque",2022-01-15,"octubre",772.8,1932
"166",26094,2022-03-18,2022-03-22,-79.60835,-5.2084946,"Piura","Canchaque",2022-01-15,"octubre",938.4,938.4
"167",26094,2022-03-17,2022-03-21,-79.6397395,-5.2152466,"Piura","Canchaque",2022-01-15,"octubre",515.016,386.4
"168",26094,2022-03-17,2022-03-21,-79.6408458,-5.2162032,"Piura","Canchaque",2022-01-15,"octubre",386.4,386.4
"169",26094,2022-03-17,2022-03-21,-79.636106,-5.2099605,"Piura","Canchaque",2022-01-15,"octubre",552,276
"170",26094,2022-03-17,2022-03-21,-79.6374027,-5.2112718,"Piura","Canchaque",2022-01-15,"octubre",662.4,662.4
"171",26094,2022-03-18,2022-03-21,-79.6190206,-5.222574,"Piura","Canchaque",2022-01-15,"octubre",662.4,331.2
"172",26094,2022-03-19,2022-03-21,-79.6297625,-5.2257416,"Piura","Canchaque",2022-01-15,"octubre",552,1656
"173",26094,2022-03-19,2022-03-23,-79.6288598,-5.2267558,"Piura","Canchaque",2022-01-15,"octubre",441.6,441.6
"174",26094,2022-03-19,2022-03-23,-79.628829,-5.2268001,"Piura","Canchaque",2022-01-15,"octubre",1104,1104
"175",26094,2022-03-19,2022-03-23,-79.6289726,-5.2234924,"Piura","Canchaque",2022-01-15,"octubre",1048.8,1048.8
"176",26094,2022-03-19,2022-03-24,-79.6310442,-5.2184355,"Piura","Canchaque",2022-01-15,"octubre",1104,2208
"177",26094,2022-03-20,2022-03-20,-79.6184753,-5.209001,"Piura","Canchaque",NA,"octubre",1242,2484
"178",26094,2022-03-24,2022-03-24,-79.631615,-5.2183554,"Piura","Canchaque",2022-01-15,"octubre",883.2,441.6
"179",26094,2022-03-26,2022-03-24,-79.6360328,-5.207938,"Piura","Canchaque",2022-01-15,"septiembre",552,276
"180",26094,2022-03-26,2022-03-24,-79.635721,-5.208607,"Piura","Canchaque",2022-01-15,"octubre",276,276
"181",26094,2022-03-26,2022-03-24,-79.6347633,-5.2077566,"Piura","Canchaque",2022-01-15,"octubre",883.2,441.6
"182",26094,2022-03-26,2022-03-24,-79.6341658,-5.2061879,"Piura","Canchaque",2022-01-15,"septiembre",1766.4,441.6
"183",26094,2022-03-26,2022-03-24,-79.6297713,-5.2084803,"Piura","Canchaque",2022-01-15,"octubre",194.856,165.6
"184",26094,2022-03-26,2022-03-24,-79.6276664,-5.2087708,"Piura","Canchaque",2022-01-15,"octubre",276,276
"185",26094,2022-03-26,2022-03-24,-79.6274878,-5.2088141,"Piura","Canchaque",2022-01-15,"octubre",644.184,1932
"186",26094,2022-03-27,2022-03-24,-79.6360847,-5.209407,"Piura","Canchaque",2022-01-15,"octubre",883.2,220.8
"187",26094,2022-03-27,2022-03-24,-79.6360795,-5.208614,"Piura","Canchaque",2022-01-15,"septiembre",662.4,993.6
"188",26094,2022-03-24,2022-03-24,-79.6268043,-5.2135754,"Piura","Canchaque",2022-01-15,"octubre",690,1380
"189",26094,2022-03-24,2022-03-24,-79.6272242,-5.2136249,"Piura","Canchaque",2022-01-15,"septiembre",414,828
"190",25841,2022-03-11,2022-03-20,-79.6223058,-5.1922325,"Piura","Canchaque
",2022-01-15,"octubre",772.8,1932
"191",25840,2022-03-15,2022-03-22,-79.699352,-5.1672853,"Piura","Lalaquiz",NA,"diciembre",1472.184,2208
"192",25839,2022-03-15,2022-03-22,-79.7002823,-5.1679498,"Piura","Lalaquiz",NA,"diciembre",552,552
"193",25839,2022-03-15,2022-03-22,-79.700291,-5.1730608,"Piura","Lalaquiz",NA,"octubre",552,276
"194",25840,2022-03-15,2022-03-22,-79.6962433,-5.174286,"Piura","Lalaquiz",NA,"octubre",441.6,441.6
"195",25840,2022-03-16,2022-03-22,-79.6963417,-5.1753288,"Piura","Lalaquiz",NA,"octubre",552,276
"196",25840,2022-03-16,2022-03-22,-79.6967699,-5.1753252,"Piura","Lalaquiz",NA,"octubre",552,276
"197",25840,2022-03-16,2022-03-22,-79.6968793,-5.1755016,"Piura","Lalaquiz",NA,"octubre",331.2,165.6
"198",25840,2022-03-16,2022-03-19,-79.6977598,-5.1757524,"Piura","Lalaquiz",NA,"octubre",70,1932
"199",25840,2022-03-16,2022-03-22,-79.6965878,-5.1740828,"Piura","Lalaquiz",NA,"octubre",80,2208
"200",25840,2022-03-17,2022-03-22,-79.6972821,-5.1692357,"Piura","Lalaquiz",NA,"octubre",1987.2,993.6
"201",25840,2022-03-17,2022-03-22,-79.6925653,-5.1745619,"Piura","Lalaquiz",NA,"octubre",2208,1104
"202",25840,2022-03-17,2022-03-22,-79.6923148,-5.175449,"Piura","Lalaquiz",NA,"octubre",1656,828
"203",25840,2022-03-17,2022-03-22,-79.6927081,-5.1764238,"Piura","Lalaquiz",NA,"octubre",331.2,165.6
"204",25840,2022-03-17,2022-03-22,-79.6920776,-5.176292,"Piura","Lalaquiz",NA,"octubre",441.6,441.6
"205",25840,2022-03-17,2022-03-22,-79.6940307,-5.1743562,"Piura","Lalaquiz",NA,"octubre",772.8,386.4
"206",25840,2022-03-18,2022-03-22,-79.6982372,-5.1791466,"Piura","Lalaquiz",NA,"octubre",946.128,993.6
"207",25840,2022-03-18,2022-03-19,-79.6983723,-5.1791809,"Piura","Lalaquiz",NA,"octubre",2208,2208
"208",25840,2022-03-19,2022-03-22,-79.697444,-5.1692995,"Piura","Lalaquiz",NA,"octubre",552,552
"209",25840,2022-03-22,2022-03-22,-79.6974279,-5.1683303,"Piura","Lalaquiz",NA,"octubre",1545.6,772.8
"210",25840,2022-03-22,2022-03-22,-79.699167,-5.1702732,"Piura","Lalaquiz",NA,"octubre",200,100
"211",25840,2022-03-25,2022-03-25,-79.6875759,-5.1716537,"Piura","Lalaquiz",NA,"octubre",80,2208
"212",25840,2022-03-25,2022-03-25,-79.6863522,-5.1682723,"Piura","Lalaquiz",NA,"octubre",1656,828
"213",25840,2022-03-25,2022-03-25,-79.6867776,-5.1681415,"Piura","Lalaquiz",NA,"octubre",552,276
"214",25840,2022-03-25,2022-03-25,-79.687884,-5.1681877,"Piura","Lalaquiz",NA,"octubre",100,2760
